artifactName,country,library,relicTime,material,moreUrl,imageUrl,size,description
八仙人物砖雕,中国,山西博物馆,金,陶,https://www.shanximuseum.com/cms/a/679.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0dfc2de87e5.jpg,高52～54厘米，上宽17.5～19厘米，下宽42～43厘米。1965年侯马市牛村出土。共8块，大小相同。八仙分别雕于八块梯形砖上，是墓内藻井部分的主要装饰物。颔下长须，袒胸露乳者，为八仙之首的铁拐李，以下依次为汉钟离、吕洞宾、蓝采和、韩湘子、张果老、曹国舅和徐神翁。八个人物雕刻技法娴熟，线条流畅，造型优美。八仙是民间喜闻乐见的神仙题材，寄托了百姓向往吉祥长寿和逍遥自在的美好愿望。金元时期，其成员构成尚未固定。这套砖雕是较早的八仙人物形象资料。,
黄绿釉琉璃莲蓬蹲狮香炉,中国,山西博物馆,明,陶,https://www.shanximuseum.com/cms/a/681.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0dfddc47d09.jpg,通高57厘米，口径24厘米。1982年离石县出土。红坩土塑形，质地坚硬，束颈，鼓腹，双耳稍外撇，兽首形三足。腹部雕龙戏牡丹，寓意“龙串富贵”。耳下牡丹怒放，颈部缠枝花纹。炉盖荷叶莲蓬，束腰如蒂。莲蓬上蹲狮张口吐舌，抓带戏耍，造型别致。通体施黄、绿、白三色釉，色彩淡雅，凝重大气。炉口内沿刻有：“已丑年壬申月已酉日辛时朱成造”铭文，耳刻有“呼延”二字。是明代琉璃佳品。,
二十四孝故事陶塑,中国,山西博物馆,金,陶,https://www.shanximuseum.com/cms/a/680.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0dfcdd86646.jpg,高10～28厘米，座长21～28厘米，下宽42～43厘米。1979年稷山县马村出土。置于墓室四壁回廊下，共24组，塑造有57人，原刻有编号数字，少数有题名。自东边南端按逆时针方向顺序排列如下:1. 舜耕历山；2.闵损单衣顺母；3.郯子鹿乳奉母；4.曹娥哭江寻父；5.郭巨埋儿孝母；6.王祥卧冰求鱼；7.刘殷泽中哭堇；8.杨香搤虎；9.赵孝守舍己救弟；10.鲁义姑舍子救侄；11.内容不详；12.董永卖身葬父；13.鲍出贼营救母；14.田氏兄弟哭活紫荆树；15.丁兰刻木奉亲；16.孟宗哭竹生笋；17.杨乙乞养双亲；18.韩伯愈泣笞伤母；19.崔孝芬事婶如母；20.王武子妻割股奉亲；21.原谷谏父；22.蔡母噬指痛心；23.刘明达卖子孝父母；24.陆绩怀橘遗亲。全套作品造型生动，人物传神，情景交融，是迄今发现的二十四孝题材中唯一一套陶塑作品。孝道是民族传统的重要组成，孝子故事的绘画和雕刻汉以来屡见不鲜。“二十四孝”盛行于金元时期，内容组合大同小异。,
粉彩窑工制瓷图瓶,中国,山西博物馆,清,瓷,https://www.shanximuseum.com/cms/a/649.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a3b7c39610.jpg,高60.3、口径22.2、腹径24厘米。,嘉庆时期作品，通体彩绘。内容为景德镇御制窑厂瓷器生产流程，共有九组画面，分别为采石、淘泥、碹坯、画坯、吹釉、满窑、烧窑、彩器、烧炉的生产场面，构图丰满，所绘人物达50人之多，除4人外，大都是直接从事生产的各种工匠。以房屋、工棚为间隔，形成不同的场景，生动描绘各色人物和生产工具。用淡雅柔和的粉彩，简练细腻的线条，真实地再现了御窑厂的生产情况。
社火表演砖雕,中国,山西博物馆,金,陶,https://www.shanximuseum.com/cms/a/678.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0dfb731d355.jpg,高19～20厘米，宽28～39厘米。1965年侯马市出土。共6件。内容有蛮牌舞、乔妇人、村田乐、变阵子、扑旗子等。以儿童为主的社火表演，场面热烈欢快，构图朴拙，充满生活气息。宋以来民间乐舞百戏兴盛，从晋南金元墓葬丰富的砖雕中可见一斑。,
举手人物范,中国,山西博物馆,东周,陶,https://www.shanximuseum.com/cms/a/689.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e1b68d3dbb.jpg,长9.8厘米，宽7.3厘米，最厚5厘米。,1957年侯马晋国遗址出土。复合范。形象为一人站立，双手上举，十指并拢，似托物状。头戴月牙形“冠”。着长衣，长及脚面，衣上饰宽条，内填纤细斜角雷纹。系腰带，打双蝴蝶结，穗下垂。
龙凤纹玉圭形饰,中国,山西博物馆,西周,玉,https://www.shanximuseum.com/cms/a/690.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e1d1f69993.jpg,长10.3厘米，宽3.8厘米。,1992年曲沃县北赵村晋侯墓地31号墓出土。置于墓主人腹部，已沁呈褐色。双面刻有形制相同的凤鸟纹和龙纹。凤鸟有冠，弯喙，圆眼，展翅，尾羽上卷，蟠曲回旋至凤喙，凤爪置于龙身；龙身蟠曲，卷鼻，臣字目，吻前有一穿孔，内嵌绿松石。纹饰多以斜切线和较细的阴线相配合的技法，勾勒双线轮廓，颇为精致。
黑釉剔花开光花卉纹罐,中国,山西博物馆,元,瓷,https://www.shanximuseum.com/cms/a/647.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a3972b8b5b.jpg,高34.6、口径15.6、腹径34.5、底径14.8厘米,"。,通体施黑釉，乌黑光亮。肩部剔卷草纹，腹部缠枝牡丹大朵怒放。技法自由奔放。"
青花缠枝牡丹纹罐,中国,山西博物馆,元,瓷,https://www.shanximuseum.com/cms/a/648.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a3a89ad721.jpg,高28厘米，腹径32厘米。,造型浑厚敦实，色泽浓艳深沉。器身绘饰精美的海水、缠枝石榴、缠枝牡丹和莲瓣纹。画面饱满而不拥挤，装饰繁而不乱，是难得的元代青花杰作。
虎形灶,中国,山西博物馆,春秋,铜,https://www.shanximuseum.com/cms/a/650.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a3cafbdb12.jpg,通高162厘米，灶体高22厘米，长46厘米，宽38厘米。1988年太原市金胜村赵卿墓出土。生活用具。一组7件，由灶体、釜、甑，以及四节烟筒组成。灶体呈虎头状，双目圆睁，两侧有用于提携的提链，灶门似大张的虎口，顶部有圆形灶眼，灶眼内置釜，釜上套甑，灶眼后有圆形的烟筒，为虎尾。灶体内有小凸齿用于搪灶挂泥。炉膛涂泥，既可保持温度，又可节省柴薪，也能保证炉膛的热量集中。釜饰牛头双身螭纹带。甑饰夔龙纹带。烟筒为子母口，可上下套接。该形制的灶具为国内首次发现。,
玉人,中国,山西博物馆,西周,玉,https://www.shanximuseum.com/cms/a/691.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/10/s5c0e1de708b72.jpg,高6.3厘米。1993年曲沃县北赵村晋侯墓地63号墓出土。由头发、身体和腿部三部分组成，有上下直通的穿孔可将三部分串连起来。头发碧玉雕刻，发梢齐额；人体黄褐色圆雕，阔鼻平嘴，耳下有坠饰。以三角等纹饰来表现衣纹。胸前刻对称的圆圈纹，束腰，双臂下垂，下端略呈梯形。墓主人为晋穆侯次夫人。,
杨姞壶,中国,山西博物馆,西周,铜,https://www.shanximuseum.com/cms/a/651.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a3e6610b8c.jpg,高35.8厘米，口径12.4厘米。1993年曲沃县北赵村晋侯墓地63号墓出土。墓主为晋穆侯的次夫人。共2件。器形、纹饰和铭文均相同。圆壶，侈口，长颈，鼓腹，圈足，盖子有喇叭形捉手，壶颈部两侧有兽首衔环耳。盖沿和圈足饰兽目交连纹，颈部饰波曲纹，其下为兽目交连纹、鳞纹与瓦楞纹相间排列的装饰。盖子口外壁和壶颈内壁铸有铭文9字：“杨姞作羞醴壶永宝用”。有学者认为是姞姓杨国女子嫁到晋国用以陪嫁的媵器，墓主即杨姞；也有人认为是姞姓国女子嫁到杨国，称为杨姞，此壶是晋灭杨时所得。古杨国位于今山西省洪洞县。杨国铜器存世极少。,
匏壶,中国,山西博物馆,春秋,铜,https://www.shanximuseum.com/cms/a/626.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c09e740e9281.jpg,高40.8厘米，最大腹径18.2厘米。1988年太原市金胜村赵卿墓出土。盛酒器。壶盖为圆雕的鸷鸟形捉手，鸟喙大张，双目圆睁，全身饰精美的羽翎纹，层次分明；爪抓两条奋力挣扎的小龙。鸟腹下有子口凸榫，套于壶体母口内。壶颈长而侧倾于一侧，鼓腹上有一虎形鋬，虎口衔一环，有链条与盖鸟尾连接。壶口沿下饰一周绹索纹，腹部饰4组乳丁蟠虺纹带。匏壶与中国古代天文学中的“匏瓜星”有关。,
晋侯鸟尊,中国,山西博物馆,西周,铜,https://www.shanximuseum.com/cms/a/629.html,https://www.shanximuseum.com/uploads/20211103/71f4df46f535ac731acc4ea45470045b.jpg,高39厘米，长30.5厘米，宽17.5厘米。2000年曲沃县北赵村晋侯墓地114号墓出土。盛酒器。出土于第一代晋侯燮父墓中。整体造型为伫立回首的凤鸟形，凤尾下弯成一象首，与双腿形成三点支撑。器盖和腹底铸有铭文，“晋侯作向太室宝尊彝”，说明该器为晋侯宗庙祭祀的礼器。,
胡傅温酒樽,中国,山西博物馆,汉,铜,https://www.shanximuseum.com/cms/a/628.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c09ead7b2d56.jpg,通高24.5厘米，口径23.4厘米。1962年右玉县大川村出土。共2件，尺寸、形制、纹饰相同，通体鎏金。盖中央有提环，周有三凤形钮，熊形三足。腹部饰上下两层浮雕动物纹，有虎、羊、骆驼、牛、猴和龙、凤等神异动物十余种。器口与盖下子口沿阴刻铭文：“中陵胡傅铜温酒樽，重廿四斤，河平三年（公元前26年）造”。中陵为西汉雁门郡所辖县，县治在今山西省右玉县威远镇南。,
晋侯温鼎,中国,山西博物馆,西周,铜,https://www.shanximuseum.com/cms/a/627.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c09e8475515c.jpg,高23.7厘米，口径16.4厘米。1992年曲沃县北赵村晋侯墓地13号墓出土。温食器。出土于晋武侯之夫人墓中。方折唇，腹略鼓，双附耳，三卷尾鸟形扁足，三足连铸有圆形托盘，盘底有三个“十”字形镂孔。颈部饰三组相对的回首卷体龙纹，器腹内壁铸有铭文“晋侯作旅鼎”5字。温鼎是一件可以在托盘中加木炭保温的饪食器。,
彩陶盆,中国,山西博物馆,新石器时代,陶,https://www.shanximuseum.com/cms/a/614.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c09e2d5ad2a2.jpg,高23.6厘米，口径35.3厘米。,1977年方山县峪口村采集。泥质红陶，口沿及腹部用黑彩绘以圆点、直线、三角等组成的图案。是仰韶文化庙底沟类型的典型器物。
云雷地乳钉纹瓿,中国,山西博物馆,商,铜,https://www.shanximuseum.com/cms/a/613.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c09e3919ccdc.jpg,高20.5厘米，腹径29厘米。1957年石楼县后兰家沟村出土。盛水器或盛酒器。敛口，溜肩，鼓腹，圈足。颈部饰双弦纹，肩部高浮雕三个兽首（或羊首），肩饰目雷纹组成的夔纹，腹部饰斜方格云雷地乳钉纹，圈足饰雷纹。通体光亮如新，纹饰细腻规整。商代晚期。,
鸮卣,中国,山西博物馆,商,铜,https://www.shanximuseum.com/cms/a/319.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c09e42def25a.jpg,高19.7厘米，口长径12厘米，短径8.6厘米。1956年石楼县二郎坡村出土。盛酒器。形如两鸮相背而立。盖为双鸮首，环目，尖喙，弯眉，盖中央置四阿顶方柱钮，饰雷纹。腹作双鸮身，子口微敛，垂鼓腹饰卷曲羽翼纹。身下为四爪，两两相背。盖腹相合，两鸮昂首背立。商代晚期青铜器精品。不仅实用，也是精美的艺术品。鸮是我国古代对猫头鹰一类鸟的统称。,
错金夔纹豆,中国,山西博物馆,战国,铜,https://www.shanximuseum.com/cms/a/624.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c09e4ffa836c.jpg,高19.2厘米，口径17厘米。1965年长治市分水岭出土。盛食器。带盖，盖顶有喇叭形捉手。器为直口，圆腹，两侧有环形双耳，下承喇叭形高圈足。通体错金夔龙纹、莲瓣纹、垂叶纹、斜角云纹等。错金纹饰细腻，工艺精湛。,
雁鱼铜灯,中国,山西博物馆,汉,铜,https://www.shanximuseum.com/cms/a/633.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a0afb1834e.jpg,通高53.8厘米，长31.3厘米，盘径10.5厘米。1986年襄汾县吴兴庄出土。鸿雁伫立，回首衔鱼，雁颈与灯体以子母口相接，鱼身与雁颈、腹腔中空相通。圆形灯盘附柄，可自由转动，盘下圈足与雁背直口套合。鱼腹部与灯盘相对应为圆形覆口，覆口与灯盘之间插立两块弧形屏板，交错开合，既能挡风，又可调节灯光亮度，灯火点燃时，烟雾通过鱼腹和雁颈导入雁腹，可防止油烟污染空气。屏板、鱼鳞和雁翅均有彩绘。,
红陶牛,中国,山西博物馆,北齐,陶,https://www.shanximuseum.com/cms/a/631.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c09f17558464.jpg,"高35厘米。1981年太原市王郭村武平元年（570）娄睿墓出土。陶牛体格雄健，牛头高昂，脖颈坚挺，犄角冲天, 佩戴有络头、璎珞和杏叶等。四肢有力的叉开、支撑着强壮的躯体。神态威猛,生动写实，匠师对牛的刻画，除了卓越的造型能力，还显然得益于对动物的细致观察。",
虎鹰互搏銎内戈,中国,山西博物馆,春秋,铜,https://www.shanximuseum.com/cms/a/625.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c09e61f65ca6.jpg,长20.3厘米，援长13厘米,"1988年太原市金胜村赵卿墓出土,前锋尖锐，援作三角形，横断面中间厚、两侧薄，中心透镂精美花纹，惜已朽蚀。短胡，椭圆形銎，上端有圆形穿孔，用以固定戈柲。銎上部与内上立雕一猛虎擒扼雄鹰，虎昂首张口，曲身卷尾，前爪抓住鹰尾，后爪扼住鹰头，鹰则伸颈翘尾，奋力搏杀，构成一幅紧张激烈、栩栩如生的虎鹰搏击图。虎颈饰绹索纹一道，身饰鳞纹、卷云纹。鹰身饰羽纹、鳞纹和重环纹。銎腔上饰贝纹一周，是一件不可多得的艺术珍品。"
释迦七尊像,中国,山西博物馆,北齐,石,https://www.shanximuseum.com/cms/a/635.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a19ba25b12.jpg,高46厘米。1954年太原市花塔村出土。释迦佛坐于仰莲座，全身贴金，施赭红彩。舟形背光周边浮雕宝塔、飞天，底座雕莲花化生手托博山炉供养。背面有彩绘佛像。,
贴金彩绘释迦坐像,中国,山西博物馆,北齐,石,https://www.shanximuseum.com/cms/a/634.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a0e0d30de3.jpg,高40厘米。1954年太原市花塔村出土。释迦佛趺坐于仰覆莲座，脸颊丰圆，笑容恬静，身后雕花头光。佛体与莲座彩绘贴金，袈裟下摆内收，双勾衣纹仅及座面。,
释迦头像,中国,山西博物馆,北齐,石,https://www.shanximuseum.com/cms/a/637.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a1cc506965.jpg,高33.5厘米。1954年太原市花塔村出土。汉白玉质地，螺发高耸，脸庞圆润，双目轻合，鼻梁劲挺，嘴角微微内敛。,
绿釉菩萨立像,中国,山西博物馆,隋代,石,https://www.shanximuseum.com/cms/a/640.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a204a0491d.jpg,高69.5~70.5厘米。山西省介休市出土。三件，灰白坩泥捏塑，脸、手、足露胎，其余施绿釉。姿态略不相同，呈站立状，竖高发髻，眉目清秀，身材纤瘦，满饰璎珞，腹部微曲，飘带垂于脚下，身着长裙，立于仰覆莲座上。菩萨姿态动感飘逸，是大唐菩萨造像丰腴俊秀的先声。,
菩萨头像,中国,山西博物馆,金,石,https://www.shanximuseum.com/cms/a/639.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a1f2fc70b3.jpg,高36厘米。1959年祁县西六支村惠安寺出土。菩萨发髻高束，髻饰上足髻饰立佛一尊，脸庞圆润清秀，细目弯眉，略带微笑，表情生动自然，根根发丝清晰可见。,
贴金彩绘菩萨立像,中国,山西博物馆,唐,石,https://www.shanximuseum.com/cms/a/636.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a1b795b55f.jpg,高57厘米。1954年太原市花塔村出土。菩萨呈“S”形微倾立于一圆形座上，上身袒露，圆润的左肩披搭帛带，下体裙裾轻薄柔滑，可惜贴金与彩绘已大部脱落。,
猪尊,中国,山西博物馆,西周,铜,https://www.shanximuseum.com/cms/a/641.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a2520316bb.jpg,通高22.4厘米，通长39厘米。2000年曲沃县北赵村晋侯墓地113号墓出土。,盛酒器，出土于第一代晋侯燮父的夫人墓中。器作猪形，猪嘴凸出，嘴角獠牙外露，双耳斜耸，形体肥硕，腹部中空，四足粗壮，尾巴上翘，背脊有鬃毛，背部有圆形开口并附盖。盖面装饰目雷纹一周，腹部两侧均有圆形凸起，装饰火纹和变形兽纹。盖和腹底铸有铭文：“晋侯作旅飤”。“飤”同“食”，多用于青铜食器铭文中，在酒器中自铭为飤，罕见。
菩萨立像,中国,山西博物馆,唐,石,https://www.shanximuseum.com/cms/a/642.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a26b6e91fe.jpg,高112厘米。1952年太谷县白城村征集。青石立像，虽头、臂已残，但肌肉、骨骼刻画非常准确。身体造型采用富于变化的“S”形，更显生动优美。丰满的肌肤，微凸的髋臀，流畅的线条，充满青春的活力和生命的质感。,
程哲碑,中国,山西博物馆,东魏,石,https://www.shanximuseum.com/cms/a/643.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a27caf339f.jpg,高120厘米，宽68厘米，厚25厘米。长治市袁家漏村征集。碑圆首，碑阳正中圆拱龛内浮雕释迦坐像，方额隆颐，身形略显瘦削，厚重的袈裟下摆长长地披覆于座前。龛之内外线刻飞天、胁侍、讲经说法图及护法狮等，线条刚柔相济，飘逸飞动。碑额有东魏天平元年（534）的题记。碑阴刊有程哲发愿文，记叙程氏家族的源流功勋。这一年，北魏初分东、西，故造像中北魏晚期的余韵仍相当浓重。此碑应是带有供养佛像意味的墓碑或墓志。,
弧腹平底彩陶罐,中国,山西博物馆,新石器时代,陶,https://www.shanximuseum.com/cms/a/645.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a366c121df.jpg,高21.1厘米，口径14.7厘米，底径10厘米。,泥质红陶，侈口，束颈广肩。下腹内收，小平底。口沿内壁绘黑彩宽条纹，唇边绘一道黑彩。肩部和腹部有四组黑彩花卉纹饰，下腹未经磨压，显得粗糙。
葡萄童子纹鎏金银高足杯,中国,山西博物馆,北魏,鎏金,https://www.shanximuseum.com/cms/a/655.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a437362b22.jpg,高11.5厘米，口径9.6厘米。1970年大同市南郊出土。银质，鎏金。杯敞口，深腹，腰部内收，高足。杯外高浮雕缠枝葡萄纹与童子，童子形态各异，这个题材源于希腊酒神节的故事。属于波斯萨珊王朝的酒杯，舶来品。,
佛坐像,中国,山西博物馆,五代,石,https://www.shanximuseum.com/cms/a/644.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a2b15c8a20.jpg,高69.5厘米，宽41厘米，厚25厘米。1957年山西省阳泉市征集。身着通肩衣，袒胸，结跏跌坐。脸型丰圆，弯眉细目，目光下视，嘴唇微闭，长耳下垂，神情怡然，右臂上举，手已残，左手轻抚足尖，坐姿松弛，衣褶自然。,
彩陶罐,中国,山西博物馆,新石器时代,陶,https://www.shanximuseum.com/cms/a/654.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a42574ad8b.jpg,高45厘米，口径35厘米，腹径43厘米，底15.6厘米。1989年芮城县金胜庄村出土。泥质红陶，器表磨光。侈口，圆唇，短颈，宽肩，上腹突出，下腹内收，小平底，上腹部以黑彩绘以弧线和圆点等组成的花卉图案。体型硕大，器形完整无缺。属仰韶文化庙底沟类型的典型遗物。,
石雕柱础,中国,山西博物馆,北魏,石,https://www.shanximuseum.com/cms/a/656.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a468b3ca21.jpg,通高16.5厘米，底座边长32厘米，柱孔直径7厘米。1965年大同市石家寨村太和八年（484年）司马金龙墓出土。其中一件柱础为浅灰色细沙石质，方形底座，其上呈覆盆形，顶部高浮雕莲瓣，中心有圆形插孔。周边雕蛟龙穿行于群山之间。方座四边浅浮雕忍冬纹和云纹，方座四角上各有一圆雕伎乐童子，分别作击鼓、吹觱篥、弹琵琶和舞蹈状。柱础底座四边浅浮雕缠枝莲，其间为伎乐人物。装饰内容吸收了佛教、西域及其他外来文化的因素，雕工精美，玲珑脱俗，是北魏雕刻艺术品中的精品。共出土4件，大小、纹饰略有不同，是漆画屏风（木板漆画）的插座。司马金龙之父司马楚之是东晋宗室，因宫廷斗争而转投北魏，娶北魏公主，被封为琅琊王。,
鸟尊,中国,山西博物馆,春秋,铜,https://www.shanximuseum.com/cms/a/646.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a37a09eaa8.jpg,通高25.3厘米，长33厘米。1988年太原市金胜村赵卿墓出土。盛酒器。形如昂首挺立的鸷鸟，形体肥硕，双目圆睁，颈细长，钩喙。腹腔中空，与颈、喙相通，锋锐的钩喙为自由开合的流口，倾倒酒液时自动开启，复位时闭合，设计巧妙。鸟背设盖，上有虎形提梁，盖以链条与提梁相连。鸟双腿直立，足间有蹼，为了使器体平衡稳固，在鸟尾下设一虎形支脚，小虎前腿支地，后腿向上蹬，形成三点支承器体。通体浮雕羽翼，羽纹华丽清晰，富有层次感。晋国晚期青铜杰作。,
青釉龙柄鸡首壶,中国,山西博物馆,北齐,瓷,https://www.shanximuseum.com/cms/a/657.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a478f5913b.jpg,高50.5、口径11、底径13厘米,"1981年山西省太原市北齐武平元年（570年）娄睿墓出土。,盘口微敞，龙口衔唇，龙颈接腹，细高颈，鼓腹，与龙柄相对处有一鸡首。两旁各有三钮，中间钮下贴宝相花一朵；龙柄、鸡首及六钮下个垂束莲、忍冬。腹部有棱，下贴四只展翅凤鸟。通体黄绿釉，有冰裂纹，釉面光亮，胎质略粗，呈浅黄色，质较坚。"
胡人舞俑,中国,山西博物馆,北齐,陶,https://www.shanximuseum.com/cms/a/652.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/07/s5c0a40191a5e9.jpg,高25厘米。,1972年寿阳县贾家庄村出土。出于太宁二年（公元562年）厍狄回洛墓。一胡人老叟，头戴赭红色船形胡帽，赭红色左衽敞袖紧身长衫，白裤，船头形鞋。高鼻深目，络腮长须，满脸皱纹，笑容可掬，似在尽情歌舞，洋溢着豪放豁达的精神。
赵昌燮 隶书《耻言》句,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/663.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/13/s5c11bd63db1d7.jpg,纸本，纵105.5厘米，横48厘米。,"释文：或问：学者尊生与？曰：然。学者治生与？曰：然。夫学，将有以济也，内不济身焉能外？迩不济家焉能远？故学以寡欲而平情尊生在其中矣；学以敏事而节用治生在其中矣。 乙亥首夏 赵铁山书,赵昌燮（1877～1945年），字铁山、惕山、铁栅，号汉痴，晚年号柴翁、心隐庵主人等，山西太谷人。赵昌燮在经史、书画、文学方面均有极深造诣，十九岁时，书法已著称乡里。宣统元年（1909年）中国近代史上最后一次科举取士，赵昌燮得选拔贡。辛亥后，他深居简出，精研书画，临习诸家，兼教子侄辈课读。他于书法造诣极深，初致力碑学，晚年又深研帖学。书法由唐上溯汉魏六朝，凡名家碑版，无不求索临池。篆、隶、真、行，四体皆精，书路之宽，为一般书家所不及。1926年，其书法作品在上海展出，被誉为“大江以北，无出其右”，人称“华北第一枝笔”，更有“南吴（吴昌硕）北赵”之誉。他于绘画亦有造诣，虽不多作，偶尔写意，均称佳品。所作诗文清慎文雅。著有《絅斋诗文集》、《读书杂钞》等。赵昌燮与榆次常赞春、常旭春兄弟，书风复古，直追秦汉，创造了民国山西书法史的又一高峰。"
张穆 行书“水落江南天地秋”诗,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/661.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/12/s5c10e9da2c202.jpg,纸本，纵130.5厘米，横50厘米。,"释文：水落江南天地秋，西风吹子过东州。试开图籍寻佳处，便命舟车作胜游。爱古探奇亦可怜，锦囊玉轴不作钱。拟须跂马江头路，日日望君书画船。 吉人姻世沟 戊申二月张穆,张穆（1805～1849年），初名瀛暹，字石舟，亦字石州，山西平定人。清代著名的爱国思想家、地理学家、诗人和书法家。他一生致力于西北边疆地理和蒙古史的研究，写下了《蒙古游牧记》、《俄罗斯补辑》、《魏延昌地形志》等著作，是祁韵士之后山西西北史地学界又一领军人物。张穆与祁寯藻友情颇深，但他的书法在祁寯藻之外，又自成风格，他的书法端秀劲逸，从容自由，笔笔皆具神彩，每字俱端正工稳，间施以篆法，又见章、隶，笔下如有峰峦叠嶂之势，功力深厚，别具天然之趣。"
常赞春 篆书王轩诗,中国,山西博物馆,清,纸,https://www.shanximuseum.com/cms/a/664.html,https://www.shanximuseum.com/sxo/Uploads/Picture/2018/12/13/s5c11bd821117e.jpg,纸本，纵129.7厘米，横82.5厘米。,"城昏水气闭，隐见楼台迥。偶逐萍开时，柳荫见系艇。超然耳目外，睥睨层云顶。坐豁轩楹风，披衿受清冷。 秀峰世兄姻大人属篆 弟常赞春录槈经庐诗,常赞春（1872～1941年），字子襄，号髯翁、柞闬、迂生等，山西榆次人，著名的晋商常氏后人。于光绪二十八年（1902年）考中举人，毕业于京师大学堂文科，后受聘于山西大学，任文科教授，曾任“第二届众议院议员”，后一直在山西大学、国民师范、进山中学等各校执教，1923年，任榆次县教育会长。常赞春毕生笃学经史、文学，考据金石书画颇精。书法篆刻，自立高标。书法尤精篆、隶，又自成风格。篆法规范，方整端稳，圆润雅洁，高古不凡，是清末民初三晋卓有成就的书法、篆刻大家。"
