id,artifactName,artifactName_chinese,country,relicTime,relicTime_chinese,material,material_chinese,library,library_chinese,size,size_chinese,description,description_chinese,moreUrl,imageUrl
5865,Bi; schijf van bruine jade,双;棕玉圆盘,中国,-206 - 220,-206 - 220,jade (rock),玉（岩石）,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,,,,,https://www.rijksmuseum.nl//en/collection/AK-MAK-284,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200
5866,Cup and saucer with flower sprays in a panel decoration,面板装饰有花朵喷雾的杯子和碟子,中国,c. 1700 - c. 1724,C。 1700 - c. 1724,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  8 cm,高度8厘米,,,https://www.rijksmuseum.nl//en/collection/AK-NM-13765,https://lh3.googleusercontent.com/WoVaeEEJ55eQP9g8KUIguwXEsfbpt9wQ1V91L74nH7BSZSgbCl7sTJ-Xv3H19uRgL34OsjDjbkXe7psfRO_PApOC5G4=w200
5867,Decoratief object,装饰物,中国,-500 - -200,-500 - -200,jade (rock),玉（岩石）,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,,,"Ornament in lichtbruine jade; gebogen vorm, uiteinden: fabeldierkop en scherpe punt. Fijne versieringen.",浅棕色翡翠饰品；弯曲形状，末端：神话动物头和尖点。精美的装饰品。,https://www.rijksmuseum.nl//en/collection/AK-MAK-53,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200
5868,Bowl with lotus scrolls and auspicious symbols,有莲花卷轴和吉祥符号的碗,中国,c. 1725 - c. 1749,C。 1725 - c. 1749,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  6.5 cm,高度 6.5 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-15953,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200
5869,"Bowl (crow cup) with flowering plants, insects and a bird on a rock",岩石上有开花植物、昆虫和鸟的碗（乌鸦杯）,中国,c. 1600 - c. 1624,C。 1600 - c. 1624,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  8.1 cm,高度 8.1 厘米,"Kom of kraaikop van porselein met geschulpte rand, beschilderd in onderglazuur blauw. De buitenwand is verdeeld in brede en smalle vakken met in de brede vakken bloeiende planten (pioen, bamboe, lotus, narcis) en insecten (krekel, vlinder); de smalle vakken met strikken. Op de bodem een vogel op een rots. De binnenwand ook met een vakdecoratie met in de brede vakken asters en takken en in de smalle vakken stippen. Kraakporselein in blauw-wit.",瓷碗或鱼头碗，带扇形边缘，釉下蓝色。外壁分为宽、窄格，宽格内有花卉（牡丹、竹、荷花、水仙）和昆虫（蟋蟀、蝴蝶）；带弓的狭窄隔间。底部有一只鸟在岩石上。内壁亦有隔间装饰，宽隔间有紫苑、枝条，窄隔间有圆点。蓝色和白色的克拉克瓷器。,https://www.rijksmuseum.nl//en/collection/AK-RBK-14772-A,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200
5870,Covered jar with peacocks and flowering plants in a fenced garden,围栏花园里有孔雀和开花植物的盖罐,中国,c. 1700 - c. 1724,C。 1700 - c. 1724,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  15 cm,高度 15 厘米,"Dekselpot van porselein op een hoge voet en met twee opstaande oren, beschilderd op het glazuur in blauw, rood, groen, geel en zwart. De pot is bedekt met losse bloemen op een achtergrond van 'crackled ice'; hierin uitgespaard twee rechthoekige cartouches met bloeiende planten (pioen, prachtanjer) en een vlinder of twee pauwen en bamboe in een omheinde tuin. Op de voet een band met bloemranken. De deksel met bloeiende planten bij een rots. Chip in de dekselknop en één oor. Famille verte.",瓷盖罐，高足，二直把，釉上绘青、红、绿、黄、黑等颜色。花盆上覆盖着散落的花朵，背景是“碎冰”；封闭的花园里有两个长方形的漩涡花饰，上面有开花植物（牡丹、美丽的康乃馨）和一只蝴蝶或两只孔雀和竹子。足部饰有花藤带。岩石附近有开花植物的盖子。盖子旋钮和一只耳朵上有缺口。家庭垂直。,https://www.rijksmuseum.nl//en/collection/AK-RBK-15887-A,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200
5871,Rectangular censer on four legs with dragons,长方四足龙香炉,中国,c. 1900 - c. 1969,C。 1900 - c. 1969年,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  7.3 cm,高度 7.3 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-MAK-1209,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200
5872,Spoon tray with a pheasant on a rock and flower scrolls,勺子托盘上有一只野鸡在岩石上和花卷轴,中国,c. 1725 - c. 1749,C。 1725 - c. 1749,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  1.9 cm,高度 1.9 厘米,"Pattipan van porselein, rechthoekig en zeskantig met gelobde wand, beschilderd op het glazuur in blauw, roze, groen, geel, zwart en goud. Op het plat een bladvormige cartouche omgeven door bloemtakken, met hierin een fazant op een rots bij bloeiende planten; op het plat en de wand servetwerk in encre de Chine; de binnenrand met een band bloemranken. Onderzijde ongeglazuurd. Een barst in de wand. Europese vormen met famille rose.",瓷器帕蒂潘，长方形和六边形，有裂边，釉上绘有蓝色、粉色、绿色、黄色、黑色和金色。架子上有一个叶子形状的漩涡花饰，周围环绕着花朵，其中有一只野鸡在开花植物之间的岩石上；架子和墙上的 encre de Chine 餐巾纸；内缘有一带花藤。底面无釉。墙上有一条裂缝。欧式造型，粉彩。,https://www.rijksmuseum.nl//en/collection/AK-NM-13684,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200
5873,Box and cup,盒子和杯子,中国,700 - 799,700 - 799,silver (metal),银（金属）,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  6.0 cm × diameter  6.4 cm,高6.0厘米×直径6.4厘米,Beker versierd met drie horizontale banden met vliegende vogels tussen krulversiering van bloem- en bladmotieven op een ondergrond van fijn matwerk.,杯子上饰有三个水平带，上面有飞翔的鸟儿，中间有花和叶图案的花饰装饰，地面是精细的垫子。,https://www.rijksmuseum.nl//en/collection/AK-RAK-1981-3,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200
5874,Saucer-dish in the shape of a flower with bleu poudré and panel decoration,花朵形状的碟盘，带有蓝色粉末和面板装饰,中国,c. 1700 - c. 1724,C。 1700 - c. 1724,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  3.5 cm,高度3.5厘米,"Schotel van porselein met ronde, gelobde wand en geschulpte rand in de vorm van een bloem, beschilderd in onderglazuur blauw en op het glazuur blauw, rood, groen, geel, aubergine, zwart en goud met een vakdecoratie. Op het plat een medaillon met rivierlandschap met paviljoen, rotsen en bomen; de wand is gemodelleerd in acht bloembladeren afwisselend gevuld met een bloemtak en vlinder in goud op een bleu poudré (poederblauw) grond en een bloemtak op een rots met vlinder op ene witte grond. Bleu poudré met famille verte.",圆形、瓣壁、扇形边缘的花卉瓷盘，釉下蓝彩，釉上绘蓝、红、绿、黄、紫、黑、金色，有盒状装饰。架子上有一个奖章，上面有河景、亭子、岩石和树木；墙壁以八片花瓣为模型，在 bleu poudré（粉蓝色）背景上交替填充金色的花枝和蝴蝶，在白色背景上交替填充岩石上的花枝和蝴蝶。蓝色粉彩搭配粉红色。,https://www.rijksmuseum.nl//en/collection/AK-RBK-14721-A,https://lh3.googleusercontent.com/BRUp313YeQsZRqhcdQXZwkvSYITqRkXpr_lgw8X-b_XQaXa7ZBZehR_15K87v4X7qH7DRAd4UP2JU_zDmxudE2lxlg=w200
5875,Saucer-dish with three women and a peacock in a fenced garden in front of a pavilion,凉亭前的围栏花园里，有三个女人和一只孔雀的碟子,中国,c. 1700 - c. 1724,C。 1700 - c. 1724,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  4.3 cm,高度 4.3 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-16322,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200
5876,"Dish with a flower basket, flowering plants and diaper patterns",带花篮、开花植物和尿布图案的盘子,中国,c. 1700 - c. 1724,C。 1700 - c. 1724,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,diameter  38 cm,直径38厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-15905,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200
5877,Hexagonal bowl with narrative scenes concerning Lü Dongbin,吕洞宾故事六角碗,中国,c. 1700,C。 1700,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  10 cm,高度10厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-14731-A,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200
5878,Tomb figure in the shape of a woman with a timbrel,拿着小鼓的女人形状的坟墓人物,中国,c. 220 - c. 589,C。 220 - c。第589章,earthenware,陶器,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  20.5 cm,高度 20.5 厘米,"Graffiguur van aardewerk, beschilderd in rood, wit en zwart. De staande vrouw is gekleed in een rood gewaad met V-hals en wijde mouwen en heeft een hoog opgewerkt kapsel. Zij houdt een tamboerijn in de hand. Geplaatst op een los houten voetstuk van later datum.",陶制坟墓人物，涂有红色、白色和黑色。站着的女子身穿红色V领宽袖长袍，留着高高的发型。她手里拿着一个手鼓。后来放置在松散的木质底座上。,https://www.rijksmuseum.nl//en/collection/AK-BR-FLA-5-A,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200
5879,Vase with C-shaped Handles,形手柄花瓶,中国,c. -206 - c. 220,C。 -206 - c。 220,stoneware,石器,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  33.5 cm,高度 33.5 厘米,"Eivormige vaas van steengoed met een spreidende hals en platte rand, gedeeltelijk bedekt met een groen glazuur. Op de buik horizontale ribben; de schouder met twee C-vormige oren met een gemodelleerde S-vormige decoratie aan de bovenzijde. Op de hals een ingegrifte, decoratieve band. Een barst in de rand. Celadon (Yue).",蛋形粗陶花瓶，颈部平口，部分施绿釉。腹部有水平肋骨；肩部有两个C形耳朵，顶部有仿制的S形装饰。颈部有一条雕刻装饰带。边缘有一条裂缝。青瓷（粤）。,https://www.rijksmuseum.nl//en/collection/AK-MAK-1400,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200
5880,Hengsel,处理,中国,-500 - -200,-500 - -200,bronze (metal),青铜（金属）,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,,,"Rijk spel van arabesken, in verschillende niveaux gelegen; deel van een paar.",丰富的蔓藤花纹玩法，分布在不同的楼层；一对的一部分。,https://www.rijksmuseum.nl//en/collection/AK-MAK-17-B,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200
5881,Funeral figure of a horse's head,马头葬礼图,中国,c. 220 - c. 589,C。 220 - c。第589章,earthenware,陶器,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  13.3 cm × length  16.3 cm × width  5.2 cm,高13.3厘米×长16.3厘米×宽5.2厘米,"Graffiguur van aardewerk, beschilderd in roodbruin. Het paardenhoofd, fragment van een compleet paard.",陶制坟墓人物，漆成红棕色。马头，完整马的碎片。,https://www.rijksmuseum.nl//en/collection/AK-MAK-62,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200
5882,Bell-shaped cup and saucer with a cock on a rock with flowering plants,钟形杯子和碟子，岩石上有一只公鸡，上面有开花植物,中国,1724,1724,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  4 cm,高度 4 厘米,"Klokvormige kop en schotel van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, geel, zwart en goud. Op het plat een bladvormig cartouche met een haan op een rots bij bloeiende pioenplanten, om het blad servetwerk; naast de haan een inscriptie lezend 'Gong ming fu gui jiachen huazhao yie yu Zhujiang jingshe', 'Eer en rijkdom. Geschreven op de dag van de bloemen in het jaar jiachen [1724] in een mooi huis aan de Zhujiang rivier', en een zegelmerk 'Baishi', 'witte steen'; op de rand een band servetwerk afgewisseld met een bloemrank in een cartouche. De kop met dezelfde decoratie. Een chip in de rand van de kop. Famille rose.",钟形瓷杯碟，釉上绘蓝、红、粉、绿、黄、黑、金等色。架子上有一个叶子形状的漩涡花饰，在开花的牡丹植物附近的岩石上有一只公鸡，餐巾纸围绕着叶子；公鸡旁边刻着“公明富贵甲辰华兆一羽珠江精舍”，“荣华富贵”。写于甲辰[1724年]花日，珠江美宅”，钤印“白石”、“白石”；边缘是餐巾纸带，与漩涡花饰中的花藤交替出现。头部有相同的装饰。头部边缘有缺口。粉彩玫瑰。,https://www.rijksmuseum.nl//en/collection/AK-NM-12028-3-A,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200
5883,Bowl with the 'three friends of winter',与“冬天的三个朋友”一起打碗,中国,c. 1680 - c. 1720,C。 1680 - 约1720,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  9.5 cm,高度 9.5 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-16273,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200
5884,Bell-shaped cup with four men watching a dragon in the clouds,钟形杯四人望云龙,中国,c. 1725 - c. 1749,C。 1725 - c. 1749,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  4 cm,高度 4 厘米,"Klokvormige kop van porselein, beschilderd op het glazuur in blauw, rood, roze, groen, zwart en goud. Op de buitenwand een landschap met hierin vier Chinese mannen kijkend naar een vierklauwige draak in de wolken. Famille rose.",钟形瓷杯，釉上绘蓝、红、粉、绿、黑、金等色。外墙上有四个中国男子在云中看着四爪龙的风景。粉彩玫瑰。,https://www.rijksmuseum.nl//en/collection/AK-NM-13621,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200
5885,"Saucer-dish with moulded petal-shaped petals, a flowering lotus and scrolls",花瓣形、莲花和卷轴模压而成的碟盘,中国,c. 1725 - c. 1749,C。 1725 - c. 1749,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  3.8 cm,高度 3.8 厘米,"Schaal van porselein met gemodelleerde lotusbladeren in de wand en een geschulpte rand, beschilderd op het glazuur in rood, roze en goud. Op het plat een lotusplant; de wand met lotusbladeren waartussen lotusranken in goud; op de achterzijde lotusranken in goud. Een barst in de wand. Famille rose.",瓷碗，壁饰荷叶，边缘有扇形，釉上绘红、粉、金色。架子上有一株莲花；墙壁上有荷叶，其间有金色的莲花卷须；背面有金色的莲花卷须。墙上有一条裂缝。粉彩玫瑰。,https://www.rijksmuseum.nl//en/collection/AK-NM-13672,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200
5886,Jar with fluted sides,侧面有凹槽的罐子,中国,c. 960 - c. 1279,C。 960 - c.第1279章,stoneware,石器,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  15.2 cm,高度 15.2 厘米,"Pot van steengoed met een geribde wand, gedeeltelijk bedekt met een crèmekleurig, gecraqueleerd glazuur. De buik is bolvormig; de brede lange nek is naar boven toe uitlopend. Cizhou (Juluxian).",炻器罐，壁有棱纹，部分覆盖奶油色裂纹釉。腹部呈球形；宽而长的脖子向上张开。磁州（巨鹿县）。,https://www.rijksmuseum.nl//en/collection/AK-MAK-539,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200
5887,"Deep dish with flower sprays, women and boys",带花喷雾的深盘，女士和男孩,中国,c. 1680 - c. 1720,C。 1680 - 约1720,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  5.3 cm,高度 5.3 厘米,"Diepe schaal van porselein met platte, gelobde rand, beschilderd in onderglazuur blauw. Op de bodem een vrouw (lange lijs) en dansende jongen (zotje) in een omheinde tuin; op de wand en rand vier vakken met afwisselend twee vrouwen zittend onder een boom in een omheinde tuin en een prunustak bij een rots, tussen de vakken een geometrisch patroon (swastika) waaronder een strik; de buitenzijde met vier vakken met ruyi-motief en vier bloemranken. Blauw-wit.",深瓷碗，平瓣边缘，釉下蓝色。在底部，一个女人（拖长拖长的声音）和一个正在跳舞的男孩（傻瓜）在一个封闭的花园里；墙壁和边缘有四个隔间，两个女人交替坐在封闭花园的一棵树下，在岩石附近有一根李树枝，隔间之间有一个包括蝴蝶结的几何图案（卐字）；外面有四个如意图案的隔间和四根花藤。蓝白色。,https://www.rijksmuseum.nl//en/collection/AK-RBK-14396-A,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200
5888,Beaker vase with floral scrolls and auspicious symbols,有花卉卷轴和吉祥符号的烧杯花瓶,中国,c. 1875 - c. 1899,C。 1875 - c. 1899年,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  13.6 cm,高度 13.6 厘米,"Bekervaas van porselein met een holvormig lichaam, beschilderd op het in blauw, rood, roze, groen, geel en zwart. Op de wand twee groepen geluksvoorwerpen met kostbaarheden (muzieksteen), lotusrank, driepoot, fruitmand en bloemenvazen; rond de rand een decoratieve band met bloem- en lotusranken; rond de voet een decoratieve band. Famille rose.",瓷烧杯花瓶，中空，其上绘有蓝色、红色、粉色、绿色、黄色和黑色。墙上有两组吉祥物，其中有贵重物品（音乐石）、莲花藤、鼎、果篮和花瓶；边缘周围饰有花朵和莲花卷须的装饰带；脚周围的装饰带。粉彩玫瑰。,https://www.rijksmuseum.nl//en/collection/AK-NM-12028-8-A,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200
5889,Five piece garniture with three covered jars and two beaker vases with flowering plants and figures in a fenced garden in panels,五件式家具，配有三个带盖罐子和两个烧杯花瓶，花瓶里有开花植物和人物，位于围栏花园的面板中,中国,c. 1800 - c. 1899,C。 1800 - c. 1899年,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,,,"Vijfdelig kaststel van porselein, bestaande uit drie achthoekige dekselpotten en twee achthoekige 'gu'-vormige bekervazen. Beschilderd op het glazuur in blauw, rood, roze, groen, paars, zwart en goud. Bedekt met pioentakken tegen een achtergrond van een spiraal-patroon. Op elk van de acht zijden een uitgespaard, geschulpt cartouche met afwisselend bloemtakken (pioen, chrysant, aster, prunus) bij een rots of één of meerdere personen op een terras of in een omheinde tuin bij bloeiende planten en rotsen. De rand met servetwerk afgewisseld met gelobde cartouches met herten of vogels bij een pioenplant. De dekselknop is in de vorm van een shishi (leeuwhond). Famille rose.",瓷柜五件套，由三个八角盖罐和两个八角“谷”形烧杯花瓶组成。釉上绘有蓝、红、粉、绿、紫、黑、金等颜色。螺旋图案背景下覆盖着牡丹枝。八个侧面的每一面都有一个凹进的扇形涡旋花饰，在岩石附近或一个或多个人在露台上或在靠近开花植物和岩石的封闭花园中交替喷洒花朵（牡丹、菊花、紫菀、李子）。餐巾纸的边缘与牡丹植物附近的鹿或鸟的叶形涡旋花饰交替。盖子旋钮呈狮子狗形状。粉彩玫瑰。,https://www.rijksmuseum.nl//en/collection/AK-NM-11497,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200
5890,"Covered jar with bouquets, scattered flowers and ornamental borders",带花束、散落花朵和装饰边框的盖罐,中国,c. 1775 - c. 1799,C。 1775 - c. 1799,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  6.6 cm,高度 6.6 厘米,"Dekselkom van porselein met een rechte wand, beschilderd op het glazuur in rood, roze, groen, paars, zwart en goud. De wand van de kom met twee boeketten met vier losse bloemen; om de buitenrand een brede decoratieve band met servetwerk, een band met bloemen en een 'spearhead-border'. De deksel met dezelfde decoratie en een platte knop. Famille rose.",瓷直壁盖碗，釉上绘红、粉、绿、紫、黑、金等色。碗壁有两束花，四朵散花；外缘周围有一条带有餐巾纸图案的宽装饰带、一条带有花朵的带和一个“矛头边框”。盖子具有相同的装饰和扁平旋钮。粉彩玫瑰。,https://www.rijksmuseum.nl//en/collection/AK-NM-13581,https://lh3.googleusercontent.com/iM7q2WAszW5h-EXDUIOAjc91Gzan46moQou4kcdfDP4mI68aAx4Yx-NaOPiFZlbnlM7FaX-fOWA6iv93M8F1N2KNcScwbu6Ef4cw7Ho=w200
5891,Pear-shaped bottle vase with a crackled glaze,裂纹釉梨形瓶,中国,c. 1800 - c. 1899,C。 1800 - c. 1899年,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  22.5 cm,高度 22.5 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-KOG-311-A,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200
5892,Pear-shaped bottle vase with auspicious symbols and stylized flowers,带有吉祥符号和风格化花朵的梨形瓶花瓶,中国,c. 1680 - c. 1720,C。 1680 - 约1720,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  22.8 cm,高度 22.8 厘米,"Flesvormige vaas van porselein met een peervormig lichaam en lange nek, beschilderd in onderglazuur blauw. Op de buik twee banden verdeeld in vakken met gelukssymbolen (chakra) en gestileerde bloemen, gescheiden door twee decoratieve banden. Op de nek tweemaal een gestileerde bloem. Rond de voet een band met opstaande bladmotieven. Op de voet een decoratieve band. Blauw-wit.",梨形长颈瓶形瓷瓶，釉里蓝。腹部有两条带子，分为带有幸运符号（脉轮）和风格化花朵的隔间，并由两条装饰带隔开。脖子上有两次风格化的花朵。足部周围饰有凸起叶子图案的带子。脚上有一条装饰带。蓝白色。,https://www.rijksmuseum.nl//en/collection/AK-NM-6756-A,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200
5893,Bell-shaped cup with flower sprays,带花朵喷雾的钟形杯,中国,c. 1700 - c. 1724,C。 1700 - c. 1724,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,diameter  4.2 cm,直径4.2厘米,"Klokvormige kop van porselein, beschilderd in onderglazuur blauw. Op de buitenwand bloemtakken (pioen, prunus). Op de bodem een bloemtak en de binnenrand met arceerwerk. Blauw-wit.",钟形瓷杯，釉下蓝色。外墙上喷花（牡丹、李花）。底部有花枝，内缘有孵化线。蓝白色。,https://www.rijksmuseum.nl//en/collection/AK-NM-13702-A-1,https://lh3.googleusercontent.com/dLSMse6DeAFhZZU041vwOlBMbn83KYJ2lSsBbWvkh4w_f9h9NDcvXP7Mz00t9-6lOuOE_O5y3XoU4ejf9DjWv5JQEp2-kcoojFlSBWE=w200
5894,Saucer with a portrait of Daniel Raap,带有 Daniel Raap 肖像的碟子,中国,c. 1750,C。 1750,porcelain,瓷,Rijksmuseum Amsterdam,阿姆斯特丹国立博物馆,height  2.6 cm,高度 2.6 厘米,"Schotel van porselein, beschilderd op het glazuur in blauw, rood, groen, zwart en goud. Op het plat van de schotel een portret van Daniel Raap (1702-1754), een porseleinhandelaar in Amsterdam. In Europa gedecoreerd.",瓷盘，釉上绘有蓝、红、绿、黑、金等颜色。盘子上有阿姆斯特丹瓷器经销商丹尼尔·拉普（Daniel Raap，1702-1754 年）的肖像。欧洲风格装修。,https://www.rijksmuseum.nl//en/collection/AK-NM-8511,https://lh3.googleusercontent.com/v-Gd4bvK93ERmQySEkF3koACwwTYGCIjTocnyqhmhB-K-aY5ai-tDBfsfTst3G9PzHrmx7LS99svHXVgBI7-WiDFNw=w200
