artifactName,country,relicTime,material,library,size,description,moreUrl,imageUrl
Schröpfkopf,中国,,Holz,Ethnologisches Museum,"Höhe x Breite: 13,4 x 3,8 cm",Schröpfkopf mit Schnitzschrift.,https://id.smb.museum/object/137401/schropfkopf,https://recherche.smb.museum/images/73/737394_1200x1200.jpg
Akupunkturnadeln,中国,,Metall,Ethnologisches Museum,"Länge: 7,7 cm","Akupunkturnadeln lang, modern.",https://id.smb.museum/object/137406/akupunkturnadeln,https://recherche.smb.museum/images/86/868377_1200x1200.jpg
Metallplatte (Dankestafel eines Patienten für einen Arzt),中国,,Holz; Silber,Ethnologisches Museum,"Höhe x Breite: 22,5 x 24,5 cm",Versilberte Platte mit Holzrahmen für den Dankesbeweis.,https://id.smb.museum/object/137399/metallplatte-dankestafel-eines-patienten-fur-einen-arzt,https://recherche.smb.museum/images/86/865396_1200x1200.jpg
Druckstock,中国,,Holz; Papier,Ethnologisches Museum,"Höhe x Breite: 44,5 x 23,8 cm","Druckstock für Arztannoncen a), zwei Abdrucke b), c)
Selbstdarstellung Art der Baoshengtang",https://id.smb.museum/object/137414/druckstock,https://recherche.smb.museum/images/86/865424_1200x1200.jpg
Keramikgefäß mit Deckel,中国,,Keramik,Ethnologisches Museum,"Höhe x Durchmesser: 20,2 x 18,9 cm,Gewicht: 1,7 kg",,https://id.smb.museum/object/136881/keramikgefass-mit-deckel,https://recherche.smb.museum/images/59/598496_1200x1200.jpg
Gefäß,中国,,Keramik,Ethnologisches Museum,"Höhe x Breite: 5,8 x 3,3 cm",Weißgrauer Untergrund mit blauer Schrift. Song feng tang lei ist wahrscheinlich der Name der Apotheke.,https://id.smb.museum/object/136961/gefass,https://recherche.smb.museum/images/59/598362_1200x1200.jpg
Druckstock,中国,,Holz; Papier,Ethnologisches Museum,"Höhe x Breite: 20,3 x 14,9 cm","Druckstock für Rezepte a), Abdruck b).",https://id.smb.museum/object/137413/druckstock,https://recherche.smb.museum/images/86/868052_1200x1200.jpg
Akupunkturnadeln,中国,,Silber,Ethnologisches Museum,Länge: 9 cm,,https://id.smb.museum/object/137389/akupunkturnadeln,https://recherche.smb.museum/images/86/868379_1200x1200.jpg
Arzneigefäß,中国,,Keramik,Ethnologisches Museum,"Höhe x Breite: 5,6 x 3,5 cm",Weißgrauer Untergrund mit blauen Blüten und Rest eines Etiketts. (Rundschulter-),https://id.smb.museum/object/136987/arzneigefass,https://recherche.smb.museum/images/86/862773_1200x1200.jpg
Gefäß,中国,,Keramik,Ethnologisches Museum,"Höhe x Breite: 5,6 x 3,1 cm",Weißgrauer Untergrund mit blauer Schrift. Song feng tang lei ist wahrscheinlich der Name der Apotheke.,https://id.smb.museum/object/136962/gefass,https://recherche.smb.museum/images/59/598363_1200x1200.jpg
Gefäß,中国,,Keramik,Ethnologisches Museum,"Höhe x Breite: 5,9 x 3,4 cm",Weißgrauer Untergrund mit den Motiv einer Person,https://id.smb.museum/object/136994/gefass,https://recherche.smb.museum/images/86/862797_1200x1200.jpg
Gefäß,中国,,Keramik,Ethnologisches Museum,"Höhe: 7 cm,Durchmesser: 3,6 cm",Arznei Abgabegefäß. Weißgrauer Untergrund mit Landschaft.,https://id.smb.museum/object/137005/gefass,https://recherche.smb.museum/images/86/868075_1200x1200.jpg
Gefäß,中国,,Keramik,Ethnologisches Museum,"Höhe x Breite: 4,4 x 2,4 cm",Weißgrauer Untergrund mit blauer Schrift. Song feng tang lei ist wahrscheinlich der Name der Apotheke.,https://id.smb.museum/object/136971/gefass,https://recherche.smb.museum/images/59/598372_1200x1200.jpg
Apothekenabgabegefäß aus Keramik,中国,,Keramik,Ethnologisches Museum,"Höhe x Breite: 5,2 x 3,9 cm",Arznei Abgabegefäß mit Sexszenen.,https://id.smb.museum/object/137143/apothekenabgabegefass-aus-keramik,https://recherche.smb.museum/images/49/497636_1200x1200.jpg
Apothekenabgabegefäß aus Keramik,中国,,Keramik,Ethnologisches Museum,"Höhe: 6 cm,Durchmesser: 2,2 cm",Arznei Abgabegefäß in Maiskolbenform grün.,https://id.smb.museum/object/137043/apothekenabgabegefass-aus-keramik,https://recherche.smb.museum/images/86/868104_1200x1200.jpg
Gefäß,中国,,Keramik,Ethnologisches Museum,"Höhe x Breite: 5,9 x 3 cm",Weißgrauer Untergrund mit den Motiv einer Person,https://id.smb.museum/object/136993/gefass,https://recherche.smb.museum/images/86/862784_1200x1200.jpg
Gefäß,中国,,Keramik,Ethnologisches Museum,"Höhe x Breite: 4,4 x 2,6 cm",Weißgrauer Untergrund mit blauer Schrift. Song feng tang lei ist wahrscheinlich der Name der Apotheke.,https://id.smb.museum/object/136966/gefass,https://recherche.smb.museum/images/49/497529_1200x1200.jpg
Nabelmünze,中国,,Blei,Ethnologisches Museum,"Durchmesser: 5,2 cm","Amulett zur Abschreckung unheilbringender Dämonen, eine sogenannte Nabelmünze mit  Darstellung eines Kriegers. Schriftzeichen:  黄天把　: ""Große Himmelsherrschaft"". Die Rückseite bist glatt.   Publ. in: Unschuld, Paul, Huichun,  1995, S. 200.",https://id.smb.museum/object/137412/nabelmunze,https://recherche.smb.museum/images/49/497898_1200x1200.jpg
Sammelgefäß für Jungenurin,中国,,Keramik,Ethnologisches Museum,"Höhe: 8,2 cm,Durchmesser: 10 cm",,https://id.smb.museum/object/137136/sammelgefass-fur-jungenurin,https://recherche.smb.museum/images/86/868073_1200x1200.jpg
guan (bili),中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/257440/guan-bili,https://recherche.smb.museum/images/34/3467624_1200x1200.jpg
Apothekenabgabegefäß aus Keramik,中国,,Keramik,Ethnologisches Museum,"Höhe x Breite: 7,5 x 5,5 cm","Arznei Abgabegefäß, weißgrauer Untergrund mit blauen Schriftzeichen. Song fen tang lei ist wahrscheinlich der Name der Apotheke.",https://id.smb.museum/object/137151/apothekenabgabegefass-aus-keramik,https://recherche.smb.museum/images/49/497497_1200x1200.jpg
guan (bili),中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/257441/guan-bili,https://recherche.smb.museum/images/34/3467626_1200x1200.jpg
Apothekenabgabegefäß aus Keramik,中国,,Keramik,Ethnologisches Museum,"Höhe x Breite: 6,5 x 4,8 cm","Arznei Abgabegefäß, Weißgrauer Untergrund mit blauen Schriftzeichen. Song fen tang lei ist wahrscheinlich der Name der Apotheke.",https://id.smb.museum/object/137149/apothekenabgabegefass-aus-keramik,https://recherche.smb.museum/images/49/497491_1200x1200.jpg
sheng,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/257442/sheng,https://recherche.smb.museum/images/29/2954222_1200x1200.jpg
guan (bili),中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/257439/guan-bili,https://recherche.smb.museum/images/34/3467620_1200x1200.jpg
yunban (Wolkenplatte) (雲板),中国,"Ming-Dynastie, dat. 1548",Bronze; Holzständer,Ethnologisches Museum,"Objektmaß: 115 x 108 x 3,5 cm,Gewicht: ca. 80 kg,Objektmaß: Ständer 235 x 172 x 62 cm,Gewicht: Gestell ca. 40 kg","Diese Klangplatte wird im Chinesischen yunban 雲板(""Wolkenplatte"") genannt, da in einer  in der der chinesischen Ornamentik ""Wolkenköpfchen"" (yuntou 雲頭) genannten Form gegossen. Sie hängt  in einem roten Holzständer. Auf der oberen Hälfte der Vorderseite ist eine  mitgegossene Inschrift eingebracht. 

 嘉靖二十七年十月吉日評事趙彥章邢綸監造
Lesung: ""Jiajing ershi qi nian shi yue ji ri ping shi Zhao Yanzhang Xing Lun jian zao""
Übersetzung:
""An einem glücksverheißenden Tag im Oktober des 27. Jahres der Ära Jiaqing unter Oberaufsicht der Staatsbeamten Zhao Yanzhang und Shi Lun hergestellt"" 

Dies entspricht dem Jahr 1548. (Regierungszeit des Jiaqing-Kaisers: 1522-1567)
Klangplatten werden zusammen mit drei anderen Ritualinstrumenten (Glocke 梵鐘, Trommel 法鼓 und einem  Klopfinstrument in Fischform namens ""Holzfisch"" (木魚) in buddhistischen Tempeln verwendet. Mit dem  Schlagen der Klangplatte  wird die Anrufung aller Lebewesen der Lüfte zum Zwecke der Anhörung der Lehre des Buddha verbunden (Glocke: Wesen, die im Himmel und der Unterwelt leben; Trommel: Wesen, die mit Haut versehen sind, Holzfisch: Wesen, die im Wasser leben). Martin Schwedes, 2006. Der Schlegel  vgl. I D 22779 b stammt aus der Zeit der Erwerbung, ist also neuzeitlich.",https://id.smb.museum/object/751930/yunban-wolkenplatte-%E9%9B%B2%E6%9D%BF,https://recherche.smb.museum/images/37/3700050_1200x1200.jpg
offene Querflöte mit Grifflöchern,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/257687/offene-querflote-mit-grifflochern,https://recherche.smb.museum/images/34/3468306_1200x1200.jpg
Leichenzug,中国,"Qing (Mandschu) –Dynastie (Ende), vor 1878",Holz; Keramik; Haar; Pflanzenfaser; Metall; Papier,Ethnologisches Museum,"Objektmaß: 30 x 44 x 150 cm,Gewicht: ca. 18 kg (geschätzt),Objektmaß: Glashaube 63 x 159,5 x 49,5 cm (Lagermaß)","Modell eines Leichenzuges mit 71 Figuren, 1 große und 1 kleine Tragbahre, 1 Pferd. Dieses Modell I D 3547 a gehört zusammen mit I D 3547 b.&nbsp;Die chinesischen Bestattungsrituale umfassen eine Reihe von Traditionen, die weitgehend mit der chinesischen Volksreligion verbunden sind und je nach Alter des Verstorbenen, der Todesursache sowie dem Familienstand und der sozialen Stellung des Verstorbenen unterschiedliche Rituale beinhalten. Wesentlicher Bestandteil ist der Leichenzug (發引 fā yǐn), die Überführung des Leichenwagens in einer Prozession zur Grabstätte oder zum Krematorium. Die Tradition sieht vor, dass der älteste Sohn oder Enkel des Verstorbenen die Prozession anführt und dabei ein großes Porträt des Verstorbenen und den Weihrauchbehälter trägt. In der Regel begleitet ihn eine gemietete Band, die einem Spielmannszug ähnelt und laute Musik spielt, um Geister und Gespenster zu verscheuchen. Die Familie trägt Trauerkleidung und geht hinter der Kapelle. Nach der Familie folgt der Leichenwagen oder die Sänfte mit dem Sarg. Der Sarg ist in der Regel mit einem großen Porträt des Verstorbenen geschmückt, das an der Windschutzscheibe hängt. Freunde und Bekannte vervollständigen die Prozession.Die Größe der Prozession hängt vom Wohlstand des Verstorbenen und seiner Familie ab. Die Söhne und Töchter tragen schwarze und weiße Trauerkleidung und gehen in der ersten Reihe des Zuges. Die Schwiegertöchter folgen und tragen ebenfalls schwarze und weiße Kleidung. Enkel und Enkeltöchter tragen blaue Trauerkleidung. Oft werden professionelle Trauernde angeheuert, die dafür bezahlt werden, zu weinen und zu klagen, um die Prozession zu füllen.",https://id.smb.museum/object/827405/leichenzug,https://recherche.smb.museum/images/56/5694042_1200x1200.jpg
mu yü,中国,,Holz (bemalt),Ethnologisches Museum,"Höhe x Breite x Tiefe: 26 x 17,5 x 15 cm",,https://id.smb.museum/object/1632412/mu-yu,https://recherche.smb.museum/images/34/3468123_1200x1200.jpg
bilangdao,中国,,"Kürbis, Schilfohr, Holz, Kunststoff, Textil, Metall",Ethnologisches Museum,"Objektmaß: Teilobjekt a: 51,5 x 9,5 x 9,5 cm,Gewicht: 920 g,Gewicht: Teilobjekt a: 160 g,Objektmaß: (Tasche) Teilobjekt b: 59 x 13 x 12,5 cm,Gewicht: (Tasche) Teilobjekt b: 760 g",,https://id.smb.museum/object/1683486/bilangdao,https://recherche.smb.museum/images/50/5029689_1200x1200.jpg
selbständige Aufschlagröhre,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/2012721/selbstandige-aufschlagrohre,https://recherche.smb.museum/images/51/5158197_1200x1200.jpg
sanqiaoban,中国,,Holz,Ethnologisches Museum,"Höhe x Breite x Tiefe: 21,6 x 2 x 1,8 cm (Teilobjekt: a),Objektmaß: 21,6 x 2 x 10 cm (a halb aufgeklappt),Objektmaß: 21,5 x 2 x 0,8 cm (Teilobjekt: b)",,https://id.smb.museum/object/1632473/sanqiaoban,https://recherche.smb.museum/images/34/3466114_1200x1200.jpg
Apothekenabgabegefäß aus Keramik,中国,,Keramik,Ethnologisches Museum,"Höhe x Breite: 7,5 x 5,5 cm","Arznei Abgabegefäß, weißgrauer Untergrund mit blauen Schriftzeichen. Song fen tang lei ist wahrscheinlich der Name der Apotheke.",https://id.smb.museum/object/137152/apothekenabgabegefass-aus-keramik,https://recherche.smb.museum/images/49/497500_1200x1200.jpg
gestrichene Schalenspießlaute,中国,,"Holz, Schlangenhaut, Textil, Tierhaar",Ethnologisches Museum,"Objektmaß: Teilobjekt a: 82 x 10,5 x 17 cm,Gewicht: 690 g,Objektmaß: Teilobjekt b: 77 x 1 x 3 cm",,https://id.smb.museum/object/2044551/gestrichene-schalenspiesslaute,https://recherche.smb.museum/images/50/5036463_1200x1200.jpg
Bambuszweig,中国,20. Jahrhundert,"Hängerolle, Tusche auf Papier",Museum für Asiatische Kunst,"Höhe x Breite: 51,1 x 48 cm",,https://id.smb.museum/object/2261571/bambuszweig,https://recherche.smb.museum/images/51/5191881_1200x1200.jpg
suona (so na) ?,中国,,"Holz, Metall",Ethnologisches Museum,,,https://id.smb.museum/object/1724016/suona-so-na,https://recherche.smb.museum/images/38/3816238_1200x1200.jpg
Standglocke,中国,,"Metall, Holz",Ethnologisches Museum,"Höhe x Durchmesser: 32,5 x 47 cm,Durchmesser: (Holzring:) 24 cm",,https://id.smb.museum/object/1704568/standglocke,https://recherche.smb.museum/images/36/3699973_1200x1200.jpg
Schalenhalslaute mit Streichbogen,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/254594/schalenhalslaute-mit-streichbogen,https://recherche.smb.museum/images/34/3493952_1200x1200.jpg
Gefässflöte (ohne ausgebildeten Schnabel) (Taubenpfeife),中国,,,Ethnologisches Museum,Höhe x Breite: 58 x 53 cm,,https://id.smb.museum/object/255785/gefassflote-ohne-ausgebildeten-schnabel-taubenpfeife,https://recherche.smb.museum/images/34/3493121_1200x1200.jpg
po-fu/yaogu,中国,vor 1850,Holz; Lack; Leder; Metall,Ethnologisches Museum,Höhe x Durchmesser: 34 x 23 cm,"ausführliche Beschr. auf der Karteikarte Musikethnologie: der fassförmig aus Holz gearbeitete Trommelkörper ist an beiden Seiten mit einer Membran aus starem Leder versehen, die mit zahlreichen rundköpfigen Nägeln befestigt ist. Der Trommelkörper ist grün lackiert. Auf den Membranen befindet sich je ein violetter Rundstempel mit [dimeriaben] Schriftzeichen= seitlich sind zwei Metallösen mit [] zur Befestigung eines Tragebandes angebracht. Länge: 34 cm Ø der Membranen: 14,7 cm, mittlerer Ø ~: 23 cm
Nachtrag mit Bleistift +  einheim. Bez. (Titel): kleine zweifelige Fasstrommel (po-fu) - yaogu (""Hüfttrommel""). China",https://id.smb.museum/object/255772/po-fu-yaogu,https://recherche.smb.museum/images/34/3493116_1200x1200.jpg
Kesselgong,中国,ca. 14.-19.,Bronze,Ethnologisches Museum,"Durchmesser: ca. 60 cm,Höhe: ca. 30 cm","Karteikarte  Musiketh.: „Idiophon, Gong“",https://id.smb.museum/object/146361/kesselgong,https://recherche.smb.museum/images/14/1465837_1200x1200.jpg
Schalenhalslaute,中国,,Hals: Holz; Korpus: ; Decke: Ledermembran; Wirbel: Holz; Saiten: Darm; Dekor: Schnitzerei,Ethnologisches Museum,"Länge: 84 cm,Durchmesser: 17 cm (Korpus),Tiefe: 9 cm (Korpus),Länge x Breite x Tiefe: 67 x 3,5 x 4 cm (Hals),  Breite: 3-4 cm,  Tiefe 3,5 - 4,5 cm","Beschreibung auf der Karteikarte:

""Chordophon, Schalen-Halslaute""
Das schalenförmige Korpus mit kreisrundem Grundriß ist zusammen mit dem unteren Drittel des Halses, von dem zwei hornförmige Auswüchse herausragen, aus einem Stück Holz geschnitzt.
Die weiteren zwei Drittel des plankonvexen Halses sind keilförmig ineinander gefügt. Das freie Ende des Halses schließt mit einem hakenförmigen Wirbelkasten, der nach unten geöffnet ist, und in den sich fünf (3+2) flankenständige, T-förmige Holzwirbel befinden.
Die Decke wird aus einer Ledermembran gebildet, die aufgeklebt und zusätzlich mit 21 Holznägeln befestigt ist. Der Hals trägt 12 (1 Darm + 11 Fäden), aus mehrfachen Umwicklungen bestehende Bünde, die auf der rechten Halsseite geknotet sind.
Fünf Saiten aus Schnur, vermutl. neueren Datums, sind an zweiHolzpflöcken und einem Nagel, die in der unteren Korpusrundung eingesetzt sind, befestigt. Von dort aus laufen die Saiten über einen niedrigen, trapezförmigen, beweglichen Holzsteg zu den Wirbeln.
Auf beiden Halsseiten befinden sich 1cm unter der Griffseite eine Rille von 1mm Tiefe und Breite, die sich vom unteren Wirbel bis zu einem Punkt 7cm über den beiden hornförmigen Auswüchsen erstreckt, also eine Länge von 51,5 cm hat.",https://id.smb.museum/object/254595/schalenhalslaute,https://recherche.smb.museum/images/34/3493954_1200x1200.jpg
Schamanentrommel,中国,,"Ledermemran; Holzrahmen, innen mit Lederriemen und Eisenteilen",Ethnologisches Museum,"Höhe x Durchmesser: 4,7 x 46 cm",,https://id.smb.museum/object/255792/schamanentrommel,https://recherche.smb.museum/images/34/3493129_1200x1200.jpg
san hsien,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/255808/san-hsien,https://recherche.smb.museum/images/34/3493134_1200x1200.jpg
Landschaft mit Boot,中国,20. Jahrhundert,"Hängerolle, Tusche auf Papier",Museum für Asiatische Kunst,"Höhe x Breite: 119,6 x 59,8 cm",,https://id.smb.museum/object/2261575/landschaft-mit-boot,https://recherche.smb.museum/images/51/5191885_1200x1200.jpg
qin,中国,,"Holz, Perlmutt, Textil, Kunststoff",Ethnologisches Museum,"Objektmaß: 10,5 x 19 x 126 cm,Gewicht: 2,55 kg,Länge: (mit Trotteln) 153 cm",[SM8HF],https://id.smb.museum/object/255977/qin,https://recherche.smb.museum/images/34/3468585_1200x1200.jpg
paiban,中国,,,Ethnologisches Museum,Objektmaß: 3 x 27 x 6 cm,,https://id.smb.museum/object/256259/paiban,https://recherche.smb.museum/images/34/3468328_1200x1200.jpg
sheng,中国,,"Bambus, Metall",Ethnologisches Museum,"Durchmesser: 10 cm,Höhe x Breite: 50 x 20 cm",,https://id.smb.museum/object/1614397/sheng,https://recherche.smb.museum/images/34/3467414_1200x1200.jpg
so-na,中国,,Schallrohr aus Holz (Buchsbaum),Ethnologisches Museum,"Länge: 35,5 cm",,https://id.smb.museum/object/255809/so-na,https://recherche.smb.museum/images/34/3493135_1200x1200.jpg
xun,中国,,"Ton, bemalt",Ethnologisches Museum,"Objektmaß: 13,7 x 9,2 x 9,2 cm,Gewicht: 475 g",[SM8HF],https://id.smb.museum/object/256258/xun,https://recherche.smb.museum/images/34/3468001_1200x1200.jpg
zheng (guzheng),中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/256185/zheng-guzheng,https://recherche.smb.museum/images/34/3468245_1200x1200.jpg
suona,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/256269/suona,https://recherche.smb.museum/images/34/3468091_1200x1200.jpg
suona,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/256268/suona,https://recherche.smb.museum/images/34/3468078_1200x1200.jpg
sheng,中国,,"Holz, Bambus, Elfenbein, Metall, Rohr",Ethnologisches Museum,"Objektmaß: 49 x 10 x 16 cm,Gewicht: 470 g",[SM8HF],https://id.smb.museum/object/256263/sheng,https://recherche.smb.museum/images/34/3467906_1200x1200.jpg
tanggu/tonggu,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/256300/tanggu-tonggu,https://recherche.smb.museum/images/34/3467348_1200x1200.jpg
paixiao,中国,,"Holz (bemalt), Rohr, Farbe",Ethnologisches Museum,"Objektmaß: 38,5 x 39,8 x 3,8 cm,Gewicht: 1 kg",,https://id.smb.museum/object/256257/paixiao,https://recherche.smb.museum/images/46/4633484_1200x1200.jpg
luo,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/256305/luo,https://recherche.smb.museum/images/34/3467360_1200x1200.jpg
luo,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/256304/luo,https://recherche.smb.museum/images/34/3467359_1200x1200.jpg
bo zhong,中国,,Metall (legiert),Ethnologisches Museum,"Objektmaß: 32,5 x 23 x 23 cm,Gewicht: 6,43 kg,Höhe: 32,5 cm,Durchmesser: 23 cm,Objektmaß: 32,5 x 23 x 23 cm",[SM8HF],https://id.smb.museum/object/256296/bo-zhong,https://recherche.smb.museum/images/41/4178356_1200x1200.jpg
erhu,中国,,"Bambus, Holz, Metall, Pferdehaar, Schlangenhaut, Textil",Ethnologisches Museum,"Objektmaß: 82 x 10,5 x 14,5 cm",[SM8HF],https://id.smb.museum/object/256341/erhu,https://recherche.smb.museum/images/34/3468520_1200x1200.jpg
chiba,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/255966/chiba,https://recherche.smb.museum/images/34/3468103_1200x1200.jpg
gu,中国,,"Holz, Haut (bemalt), Metall",Ethnologisches Museum,"Objektmaß: 10,5 x 31 x 31 cm,Gewicht: 1,27 kg,Höhe x Durchmesser: 10,5 x 31 cm",[SM8HF],https://id.smb.museum/object/256688/gu,https://recherche.smb.museum/images/34/3465890_1200x1200.jpg
dagu,中国,,"Holz, Leder, Metall, Papier",Ethnologisches Museum,Höhe x Durchmesser: 55 x 68 cm,,https://id.smb.museum/object/256299/dagu,https://recherche.smb.museum/images/34/3467338_1200x1200.jpg
offene Innenspaltflöte mit Grifflöchern,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/256806/offene-innenspaltflote-mit-grifflochern,https://recherche.smb.museum/images/34/3467137_1200x1200.jpg
Mütze aus Brokatstoff,中国,,Goldbrokat; Seide; Goldfaden; Silberfaden; Baumwolle; Glasperlen. Metallschmuck; Karneol; Türkis;,Ethnologisches Museum,"Objektmaß: wie in Vitrine präsentiert 20 x 13 x 13 cm,Umfang: 90 cm","Beschreibung im Katalog ""Mützen aus Zentralasien und Persien"",  Abb. 133
Brokatkappe aus Komul/Oase von Turfan
Alle drei Lagen der Mütze wurde getrennnt für sich zusammengenäht. Anschließend heftete man Außen- und Zwischenstoff mehrfach mit violetter Seide aufeinander und säumte die beiden unteren Kanten eingeschlagen gegeneinander. Der Zwischenstoff wurde dann mit Weizenkeimstärke getränkt. Den Innenstoff heftete man in großen Stichen gegen den oberen Zwischenstoffrand und strich ihn dick mit Stärke ein. Den unteren Abschluß bildet eine Baumwollwulst, die fest mit Silber- und schwarzen Seidenfäden umwickelt und mit roter Seide an den Rand genäht wurde, ihn gleichzeitig einhaltend.
Oben in der Mitte ist der Mütze ein Glücksknoten aus Korallenschnüren über einem Papierkern aufgeschraubt.
Bei dem auf der Abbildung rechten Gehänge sind zwei Blütensterne aus gemeißeltem Silberblech mit aufgelöteten, gekordeltem Draht verziert, mit einer engen Spirale aneinandergehängt. Der untere Stern trägt in der Mitte einen Karneol, der von abwechselnd einer Koralle und einem Malachit- beide heute verdorben- umgeben war.
Das auf der Abbildung linke Gehänge besteht ebenfalls aus Silberblech mit aufgelötetem Silberdraht. In der Mitte ist ein Karneol angebracht, umgeben von Türkisen und Korallen. Angehängt sind aus Korallen-, Glas- und Perlmuttperlen bestehende Kettchen, die mit Tropfen auf Glas abschließen.

Bemerkung:
Die Mütze wird bei Le Coq (Tafel 13,1) abgebildet; er bemerkt dazu, daß es sich bei diesen großen runden Brokatmützen um ein Überbleibsel aus alter Zeit handelt. Sie wurden früher im ganzen Lande von Männern und Frauen getragen, z.Z. seines Aufenhaltes nur noch in Qomul, in der Turfan Oase. Der Brokat der Mütze soll aus Indien stammen; im übrigen begnügt er sich mit einer Beschreibung der Mütze.",https://id.smb.museum/object/188823/mutze-aus-brokatstoff,https://recherche.smb.museum/images/28/2839_1200x1200.jpg
Rohdroge,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/140957/rohdroge,https://recherche.smb.museum/images/59/598575_1200x1200.jpg
Rohdroge,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/140958/rohdroge,https://recherche.smb.museum/images/59/598576_1200x1200.jpg
Rohdroge,中国,,,Ethnologisches Museum,,,https://id.smb.museum/object/140959/rohdroge,https://recherche.smb.museum/images/59/598577_1200x1200.jpg
Zivilbeamter V. Klasse,中国,,Textil,Ethnologisches Museum,"Höhe x Breite: 27 x 29,3 cm",,https://id.smb.museum/object/146841/zivilbeamter-v--klasse,https://recherche.smb.museum/images/48/4832986_1200x1200.jpg
Segment eines großen Holzobjektes,中国,,"Holz, geschnitzt",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 41 x 6,8 x 4 cm,Gewicht: 1,4 kg",Dieses rundliche Segment eines großen Holzobjektes hatte gewiss eine praktische Funktion innerhalb des Architekturverbundes. Davon zeugt die Einkerbung in der Mitte dieses Elementes.,https://id.smb.museum/object/1714683/segment-eines-grossen-holzobjektes,https://recherche.smb.museum/images/58/5845839_1200x1200.jpg
Kopf einer Devata,中国,,"Lehm, mit Resten von Malschicht",Museum für Asiatische Kunst,"Höhe x Breite x Tiefe: 22 x 17,5 x 17 cm,Höhe x Breite x Tiefe: 37 x 17,5 x 17 cm (mit Sockel),Sockel: 14 x 11,9 x 12 cm,Gewicht: 5,3 kg (mit Sockel)",Dieser Kopf einer Devata ist stark verwittert im Laufe der Zeit. Gesichtszüge und Kopfschmuck lassen sich nur vage erahnen. Die Form ist in ihren Grundzügen jedoch weitestgehend erhalten geblieben.,https://id.smb.museum/object/1849656/kopf-einer-devata,https://recherche.smb.museum/images/58/5836711_1200x1200.jpg
Kalligrafie,中国,Ming-Dynastie Qing-Dynastie 17. Jahrhundert dated 1650,"Hängerolle, Tusche auf Papier",Museum für Asiatische Kunst,"Höhe x Breite: 256,3 x 50,3 cm",,https://id.smb.museum/object/2273669/kalligrafie,https://recherche.smb.museum/images/51/5195754_1200x1200.jpg
"55. SFB-Sendung Klassische Musik aus China. Instrumentalensembles in verschiedenen Besetzungen, (Manuskript: Ivan Vandor)",中国,"Sendedatum: 1976, 04. 21",,Ethnologisches Museum,"Spieldauer: 00:12:30 std/min/sek (Text),Spieldauer: 00:46:32 std/min/sek (Musik)",,https://id.smb.museum/object/1446110/55--sfb-sendung-klassische-musik-aus-china--instrumentalensembles-in,https://recherche.smb.museum/images/27/2765031_1200x1200.jpg
"48. SFB-Sendung Fernöstliche Musik auf der Zither, (Manuskript: Habib Hassan Touma)",中国,"Sendedatum: 1975, 04. 16",,Ethnologisches Museum,,,https://id.smb.museum/object/1445755/48--sfb-sendung-fernostliche-musik-auf-der-zither-manuskript-habib-hassan-touma,https://recherche.smb.museum/images/27/2764817_1200x1200.jpg
Guan-tsu,中国,,"Holz, Textil, Metall, pflanzliches Material",Ethnologisches Museum,"Objektmaß: 29 x 2,7 x 2,7 cm",Der Korpus dieser chinesischen Guan-tsu ist aus Sandelholz gefertigt und mit ornamentalen Metallverzierungen am oberen und am unteren Ende versehen. Das zylindrische Doppelrohrblattinstrument hat sieben frontale Tonlöcher und ein Daumenloch zwischen dem ersten und dem zweiten Tonloch. Dieses Exemplar erwarb der private Sammler 2004 auf Macao.,https://id.smb.museum/object/2575006/guan-tsu,https://recherche.smb.museum/images/62/6246640_1200x1200.jpg
"Bambus, Fels und Orchidee",中国,Qing-Dynastie 1806 - 1814,"Hängerolle, Tusche auf Papier",Museum für Asiatische Kunst,"Höhe x Breite: 122,4 x 28 cm",,https://id.smb.museum/object/2273720/bambus-fels-und-orchidee,https://recherche.smb.museum/images/51/5194499_1200x1200.jpg
