id,artifactName,artifactName_Chinese,country,relicTime,relicTime_chinese,material,material_Chinese,library,library_Chinese,size,size_Chinese,description,description_Chinese,moreUrl,imageUrl,order_time
7126,Octagonal plate with vase and flower sprays,带花瓶和花喷雾的八角形盘子,中国,c. 1725 - c. 1749,c. 1725 - c. 1749,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  2.2 cm,高度2.2厘米,"Achthoekig bord van porselein met ingeknepen hoeken, korte, opstaande wand en schuine rand, beschilderd in onderglazuur blauw. Op het plat een bloemenvaas met magnolia, chrysant en granaatappel takken, daarnaast een lotusplant; de wand met een krul-motief; de rand met bloemtakken en een band met bloemranken afgewisseld met servetwerk. Een barst in de rand. Blauw-wit.",八角形掐角瓷盘，短直壁，斜边，釉下彩青色。架子上有一个花瓶，插着玉兰、菊花和石榴枝，旁边有一株莲花；带有卷曲图案的墙壁；边缘带有花朵喷雾和带有花藤的带子，与餐巾纸交替工作。边缘有一条裂缝。蓝白色。,https://www.rijksmuseum.nl//en/collection/AK-RBK-16277-C,https://lh3.googleusercontent.com/3dcIiTSy8qlRB73FJ8dBuI9nKc_94aa4rPiX8RXXZfsm4lQNGHUxfEqhL7Y3VHntaP-VkaOyPcokKSw1zk4zflSRxac=w1000,
7127,Saucer-dish with powder blue and fish,粉蓝色和鱼的碟盘,中国,c. 1700 - c. 1724,c. 1700 - c. 1724,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  3.4 cm,高度 3.4 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-15854-B,https://lh3.googleusercontent.com/rNyDFiwPHmU__zWsyCPdcPPABIpYsw9vUxo5zymzOZWOljbIHbBoAMZFg59T3JKbW_cEI7jflZmkWlcRgaqL33xUIzDg=w1000,
7128,"Beaker vase with figures, flower sprays and auspicious symbols in shaped panels on a multi-colored ground",烧杯花瓶，上面有人物、花朵喷雾和吉祥符号，形状面板上有多种颜色的地面,中国,c. 1725 - c. 1740,c. 1725 - c. 1740,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  40 cm,高度 40 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-15921-B,https://lh3.googleusercontent.com/mSO7KCoHUIDLSSoaqWofmbiq4JzlqqOGq4s6icUANBOjW8XURozY8o7DVHo265DGhpslLf9gkf5cmIF09AExP5I0zw=w1000,
7129,Covered jar with women and flower pots in panels,有盖罐子，里面有妇女和花盆,中国,c. 1680 - c. 1720,c. 1680 - c. 1720,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  24 cm,高度 24 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-16290-C,https://lh3.googleusercontent.com/oiJ5kdMN8svSU_XBYX8J3lf0eO3JgkGr9aJIfa3Lt7ABSunin-0VTI4_YipF_91YetejKiW9EhACzKlf_XoPd0eO0pZVlUe6Oa8ykt8=w1000,
7130,Covered cylindrical beaker with flower scrolls,有花卷轴的有盖圆柱形烧杯,中国,c. 1700,c. 1700,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  18 cm,高度 18 厘米,"Cilindrische beker van porselein, het lichaam naar boven iets uitlopend, beschilderd in onderglazuur blauw. Op de wand een band met gestileerde bloemranken; om de rand een band met afhangende bladvormige cartouches gevuld met bloemranken afgewisseld met ruyi-motief; rond de voet een band met halve bladmotieven. De deksel met bladranken. Blauw-wit.",圆筒形瓷杯，杯身微撇，釉下青花。墙上有一条带风格化花藤的带子；边缘周围有一条悬挂着叶形涡旋花饰的带子，上面充满了与如意图案交替的花藤；足部周围饰有半叶图案的带子。盖子上有叶子卷须。蓝白色。,https://www.rijksmuseum.nl//en/collection/AK-RBK-15815-E,https://lh3.ggpht.com/JUR3qDeeN1UHE5mWSD2A7UPWTayPYeohQYoo4jhTgnc697Dquh2n9M5HlgjtWTBZKwS6hpbXTveGadwl0xCvqAUdAD86=w1000,
7131,"Saucer-dish with hunting scene, lotus scrolls and auspicious symbols",狩猎场景、莲花卷轴和吉祥符号的碟盘,中国,c. 1700 - c. 1724,c. 1700 - c. 1724,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  3.3 cm,高度 3.3 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-15803-E,https://lh3.googleusercontent.com/Pv2rd37qi1xtvSSjsK3i8-bfs2eFgzqBZXW9pKLBu7S3B3YZeAmiqYlifBp4hkbNbTU_RM33NVtaOtbwgulh66eO88Q=w1000,
7132,Saucer-dish with pearl chasing dragons against a yellow ground,黄地珍珠追龙碟,中国,c. 1850 - c. 1900,c. 1850 - c. 1900,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  6.1 cm,高度 6.1 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-15859-B,https://lh3.googleusercontent.com/FkXLXenifL-T28vp0muEp8dnydFNMpP_-8qwg165Wx7_xYrr1uXcVAqkG0VNrJTRpy3zXEExyY8OSUv38BYG5bi5ubQ=w1000,
7133,Round box with a wave pattern and blossoms,带有波浪图案和花朵的圆形盒子,中国,c. 1650,c. 1650,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  3.5 cm,高度 3.5 厘米,"Ronde doos van porselein met een gewelfde deksel eindigend in een punt, beschilderd in onderglazuur blauw. De doos is bedekt met een golfpatroon, verdeeld over vier vakken gescheiden door een uitgespaarde band met daarop vijf prunusbloesems in cartouches. Overgangsporselein in blauw-wit.",圆形瓷盒，带圆顶尖形盖，釉下蓝色。盒子上覆盖着波浪图案，分为四个隔间，由一条凹进的带子隔开，带子上有五朵漩涡花饰的李花。青白色过渡瓷。,https://www.rijksmuseum.nl//en/collection/AK-MAK-1368,https://lh3.googleusercontent.com/n2y_-sIAJZGQwVaFMGADo5w4ZZ2dPImr-CTnGZIqGlhzx_v2hLoqz9Wi_TYtArc9ctCINY9BakviqgenfNiBAIrbwEIG=w1000,
7134,Pear-shaped vase with a moulded dragon,梨形龙纹瓶,中国,c. 1700 - c. 1799,c. 1700 - c. 1799,stoneware,石器,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  18.6 cm,高度 18.6 厘米,"Peervormige vaas van steengoed met een knobbel in de nek net onder de rand, bedekt met een gecraqueleerd grijs en flambé paars glazuur. Beginnend op de schouder en doorlopend over de nek een kronkelende, geappliceerde chilong (hoornloze draak). Shiwan.",梨形炻器花瓶，颈部边缘下方有一个旋钮，覆盖有裂纹的灰色和火焰紫色釉。从肩部开始，一直延伸到颈部，饰有一条蜿蜒贴花的螭龙（无角龙）。石湾。,https://www.rijksmuseum.nl//en/collection/AK-MAK-634,https://lh3.googleusercontent.com/krbgUYviqjISFzYT-52sdJuOqm3JOaVrrhwvBvqT6IsZgFwYkwYyXVccscO6j6CLobIHxDKR0YpbGveAIquzhNDE7JIELgW1XZtjCtqN=w1000,
7135,Bamboe en Orchideeёn,竹兰,中国,c. 1600 - c. 1625,c. 1600 - c. 1625,paper,纸,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,,,Blad uit `Tien Bamboe-hal`.,出自《十竹堂》。,https://www.rijksmuseum.nl//en/collection/AK-MAK-656,https://lh3.ggpht.com/PDPWQ4khzmw_oENZ3qKVTl_jN3yQBK3ePjzJLNGLQ9BVvNbrrsENWlxNCY7fzt2JzWprkq9G5l_GydxZ1Av-ysXspQ=w1000,
7136,Set of Twelve Month Cups,十二个月杯套装,中国,c. 1700 - c. 1724,c. 1700 - c. 1724,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  5 cm,高度5厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RAK-1977-5,https://lh4.ggpht.com/c4k1TnmCpFZ_VDFdo6E2YlZFbZpIrzbKqLOcFB0pRbe07KyFizGrgxUXgh-v56J6FSak2XjpzovGKudB_3-UWtpsdRk=w1000,
7137,Jar with wooden cover and two large flower groups,带木盖和两个大花组的罐子,中国,c. 1800 - c. 1899,c. 1800 - c. 1899,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  25.5 cm,高度 25.5 厘米,"Dekselpot van porselein, met houten, opengewerkte deksel, beschilderd op het glazuur in blauw, rood, groen, geel, paars, roze, zwart en goud. Op de wand een grote bloeiende plant op een rots met pioen en chrysant, aan de andere zijde een tweede bloeiende plant met ballonklokje; rond de voet en de schouder een band met geometrisch patroon. Famille verte.",盖瓷罐，木质镂空盖，釉上绘蓝、红、绿、黄、紫、粉、黑、金等颜色。墙上的岩石上有一棵巨大的开花植物，上面有牡丹和菊花，另一边是第二棵开花植物，上面有一个气球铃；足部和肩部周围有几何图案的带子。家庭垂直。,https://www.rijksmuseum.nl//en/collection/AK-MAK-557,https://lh3.googleusercontent.com/r35dqu6mQ2lfxthWWwyrrGVHtMLhmAzveTlNelimjT1DECs48u0NJTBxLCbRFXQnNuYZmpmCNYsyzt4xkI8OO-abQEQ=w1000,
7138,Saucer with panels in the shape of a flowerhead filled with flower sprays,托盘上有花头形面板，盛有花枝,中国,c. 1680 - c. 1720,c. 1680 - c. 1720,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  2.8 cm,高度 2.8 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-15806-J,https://lh3.googleusercontent.com/P89KDF3y3st81z696iFNv20Q3R5n_uhCYxOvhtbUPSfWuO5fB62kW9d9ZfX3bhI3RzkDrLBEe23qUzt1XxUZBJlLVuGR=w1000,
7139,Bowl with a crane among lotus plants,莲花植物间有起重机的碗,中国,c. 1500 - c. 1599,c. 1500 - c. 1599,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  6.5 cm,高度 6.5 厘米,"Kom van porselein, beschilderd in onderglazuur blauw. Op de bodem een kraanvogel tussen lotusplanten; de binnenwand met bloemranken in een wit slib; rond de voetring een decoratieve band. Een barst in de wand. Ming porselein in blauw-wit.",瓷碗，釉下蓝色。底部有一座起重机置于莲花之间；内壁有白色污泥中的花藤；脚环周围的装饰带。墙上有一条裂缝。明瓷，青白色。,https://www.rijksmuseum.nl//en/collection/AK-MAK-1359,https://lh3.googleusercontent.com/82-RoHBWymrXoKw4weKlhIK-YnTYh3cUPytivj6gNc9Sny2JL3YZEOLVQSn0y-F-gDBXjjKvQQPG50ZWOLVkOcKkOgM23KD725wt3OLCDg=w1000,
7140,Dish,盘子,中国,c. 1580 - c. 1620,c. 1580 - c. 1620,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  3.8 cm,高度 3.8 厘米,"Schaal van porselein met een geschulpte rand, beschilderd in onderglazuur blauw. Op het plat een stervormige cartouche met een sprinkhaan op een rots bij bloeiende planten en bamboe. Om het cartouche servetwerk en halve bloemen. Op de binnenrand een band met bloemranken en granaatappels in reliëf. Bakzand aan de voetring. Kraakporselein in blauw-wit.",扇形边缘瓷碗，釉下蓝色。架子上有一个星形的漩涡花饰，上面有一只蚱蜢在靠近开花植物和竹子的岩石上。餐巾周围有漩涡花饰和半花。内缘有一条带浮雕花藤和石榴的带子。脚环上烤沙子。蓝色和白色的克拉克瓷器。,https://www.rijksmuseum.nl//en/collection/AK-MAK-621,https://lh5.ggpht.com/h64jroqp360siQdri9frgIo4gaI3CA6KcTcNNeqCtPPAhx3Me2B5AKZhqzcIz4F1CMdoR8LArfkTkPK5_Aby-0mYdXNL=w1000,
7141,Ovoid covered jar with women and flower pots,带有妇女和花盆的卵形盖罐,中国,c. 1700 - c. 1724,c. 1700 - c. 1724,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  23 cm,高度 23 厘米,"Eivormige dekselpot van porselein, beschilderd op het glazuur in blauw, rood, groen, geel, aubergine en zwart. De wand is verdeeld in vier vakken met daarin afwisselend een vrouw met een waaier in een omheinde tuin en een bloempot met bloeiende planten (chrysant), een rots en een vaandel. Boven de voet een band met bloemranken. De schouder met een band servetwerk onderbroken door antiquiteiten in cartouches (qin, rollen, boeken, go-spel). De deksel met antiquiteiten en servetwerk. Famille verte.",瓷蛋形盖罐，釉上绘青、红、绿、黄、紫、黑等颜色。墙壁分为四个部分，交替显示一个在封闭花园中拿着扇子的女人和一个种有开花植物（菊花）的花盆、一块岩石和一面横幅。足部上方饰有花藤带。肩膀上有一条餐巾纸，中间点缀着漩涡花饰古董（琴、卷轴、书籍、围棋）。盖子上有古董和餐巾纸。家庭垂直。,https://www.rijksmuseum.nl//en/collection/AK-RBK-15883-B,https://lh3.googleusercontent.com/GTj1fHRV_Bz9hoUrlfHTtMopRUfS5Ky-TSC--G2PocWBNZVgg16ksc87WLfByPtcCoMPySu-EMqKojRHh9q88J8UDw=w1000,
7142,Cloisonné tafel,景泰蓝桌子,中国,1400 - 1600 and/or 1736 - 1795 and/or 1662 - 1722,1400 - 1600 and/or 1736 - 1795 and/or 1662 - 1722,,,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,,,"Tafel uit de Ming-tijd, met poten waarschijnlijk uit de Kangxi-periode. Gedecoreerd in cloisonné-techniek met draken, feniksen, vleermuizen en bloemen.",桌子是明代的，桌腿可能是康熙时期的。景泰蓝工艺，饰有龙、凤、蝙蝠、花卉等图案。,https://www.rijksmuseum.nl//en/collection/AK-MAK-48,https://lh4.ggpht.com/jzc3vN0PWCORjFWEa3-sahLwlQXRXVpxVe3nQmrBRzmuhF9Y-TlJEN-dGtXJMVeUMUKAk-0IU8FMm8wF2Uh4SU9-Aw=w1000,
7143,Plate with a cock on a rock near flowering plants,靠近开花植物的岩石上有一只公鸡的盘子,中国,c. 1725 - c. 1749,c. 1725 - c. 1749,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  2.8 cm,高度 2.8 厘米,"Bord van porselein, beschilderd op het glazuur in blauw rood, roze, groen, geel en zwart. Op het plat een haan op een rots bij bloeiende planten (pioen, aster); op de wand servetwerk afgewisseld met vier cartouches met een bloemrank; op de rand vier bloemtakken. Famille rose.",瓷盘，釉上绘有蓝、红、粉、绿、黄、黑等颜色。架子上有一只公鸡，栖息在开花植物（牡丹、翠菊）附近的岩石上；墙上的餐巾纸与四个带有花藤的涡旋花饰交替出现；边缘喷四朵花。粉彩玫瑰。,https://www.rijksmuseum.nl//en/collection/AK-RBK-15932-B,https://lh3.googleusercontent.com/QappBkSEpFowiWaZP-AyIQpFh78BIgj7lvR9Q9R7F4bPd11RYlYPFfqATcUDwZVKbPnEv2fECgPvzznRL9zEvvv-5FsW2VFZV0vB1gA=w1000,
7144,Covered jar with women and flower pots in panels,有盖罐子，里面有妇女和花盆,中国,c. 1680 - c. 1720,c. 1680 - c. 1720,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  24 cm,高度 24 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-16290-A,https://lh3.googleusercontent.com/9lC9YR3-QfQqoYtU6580emhXXuU1m0fsT6KTzQFRYGBqt0J9TYUQ8FTrFqPHtKBH0PdeLgTj4Yh5jTAoM2qB4KyR31rHZLxotKr6FRl-Dg=w1000,
7145,Saucer with panels in the shape of a flowerhead filled with flower sprays,托盘上有花头形面板，盛有花枝,中国,c. 1680 - c. 1720,c. 1680 - c. 1720,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  2.6 cm,高度 2.6 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-15806-G,https://lh3.googleusercontent.com/lj-WYV2nr01-Xy9clB_TfuD-bubsUhnt9WDeie0MhTBv3hvlX9ic9z0gpCzeXHzWFZYk70oUPil5qFUX0MNP3GVVolw=w1000,
7146,Teapot,茶壶,中国,c. 1700 - c. 1724,c. 1700 - c. 1724,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  9 cm,高度 9 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-16309-B,https://lh6.ggpht.com/VrPnasTA_4gn_iHEuR4A04TJ_EQbkJiGK7cF97zUhcwLKrHZeRwASCGzgjxcqAB5UMODnI7x5xBpOr0Ex6QwVIc02w=w1000,
7147,Beakervase with women and flower pots in panels,烧杯花瓶与妇女和花盆在面板,中国,c. 1680 - c. 1720,c. 1680 - c. 1720,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  23.2 cm,高度 23.2 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-16290-D,https://lh3.googleusercontent.com/0ZDDeSzd2WtEmtC8Fo02pK5U8gfJJHXPeU7y-Ozk5NaZ_qeuP5_3sMWforH4YUalf5y_ppW2j1_laAOwOj09jsFfU0n25YP8BUzN7hc=w1000,
7148,Plate with flower sprays and figures in an interior and in a landscape,室内和风景中带有花朵喷雾和人物的盘子,中国,c. 1700 - c. 1724,c. 1700 - c. 1724,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  2.9 cm,高度 2.9 厘米,"Bord van porselein met opstaande wand en schuine rand, beschilderd in onderglazuur blauw. Op het plat een verhoogd medaillon in het centrum met zes personen in een interieur om een tafel; hieromheen viermaal een bloemtak (prunus, pioen, lotus, chrysant); de rand met een doorlopend landschap met geleerden en hun bedienden; de achterzijde van de rand met bloemranken; de achterzijde van de wand met viermaal een bloemtak (prunus, pioen, lotus, chrysant). Rand is gebroken geweest. Blauw-wit.",凸壁斜边瓷盘，釉下蓝色。架子中央有一个凸起的奖章，里面有六个人围着一张桌子；围绕此四圈花枝（李、牡丹、莲花、菊花）；边缘有连续的风景，有学者和他们的仆人；边缘背面有花藤；墙后喷有四种花卉（李花、牡丹、荷花、菊花）。边缘已破损。蓝白色。,https://www.rijksmuseum.nl//en/collection/AK-RBK-15802-K,https://lh3.googleusercontent.com/Jq41IOkESnGnU1iw7rPjSsIjpgin81ZUIBHwSKQYKEyeqZ--71KMjXEmGDuO1D-PxlYbZ9yJQOZHQv1Zpg77H_CJnRiF=w1000,
7149,Plate with a cock on a rock near flowering plants,靠近开花植物的岩石上有一只公鸡的盘子,中国,c. 1725 - c. 1749,c. 1725 - c. 1749,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  2.8 cm,高度 2.8 厘米,"Bord van porselein, beschilderd op het glazuur in blauw rood, roze, groen, geel en zwart. Op het plat een haan op een rots bij bloeiende planten (pioen, aster); op de wand servetwerk afgewisseld met vier cartouches met een bloemrank; op de rand vier bloemtakken. Famille rose.",瓷盘，釉上绘有蓝、红、粉、绿、黄、黑等颜色。架子上有一只公鸡，栖息在开花植物（牡丹、翠菊）附近的岩石上；墙上的餐巾纸与四个带有花藤的涡旋花饰交替出现；边缘喷四朵花。粉彩玫瑰。,https://www.rijksmuseum.nl//en/collection/AK-RBK-15932-D,https://lh3.googleusercontent.com/ORFaOgnzhe4R671npF5D8UH529Q1usPCOULXIU5KpaPtPD_IMfUtpWo9ZF0jMgyQjmmkr_MdbbcI1O0oRTYHbXxiuGHKfp3kdNuyLDP9gQ=w1000,
7150,Saucer-dish with powder blue and flower basket,粉蓝色碟盘+花篮,中国,c. 1700,c. 1700,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  3.9 cm,高度 3.9 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-15850-B,https://lh3.googleusercontent.com/wb6A9wwyXWSpk2802XbmcUtSjg_7m6LHxwhndl_R-_PDfldLNdqRUwVrWb_P6eevWABkJMHzgEF2SBsD3MCIfSNjNnI=w1000,
7151,"Ovoid covered vase with women, flower sprays and vases",卵形盖花瓶，上面有女性、花卉喷雾和花瓶,中国,c. 1700,c. 1700,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  27 cm,高度 27 厘米,"Eivormige dekselpot van porselein op hoge voet met ringvormige verdikking, beschilderd in onderglazuur blauw. Op de wand zes gemodelleerde vakken met in elk een vrouw (lange lijs) of een bloemenvaas (lotus, chrysant); hieronder zes kleinere gemodelleerde vakken met bloem- en fruittakken; de voet met een bloem- en fruittak; op de nek een band met meander-motief waarboven puntige bladeren; de deksel met kostbaarheden (ruit, parel, artimisiablad) waartussen drie Chinese karakters 'zhou', voorspoed betekenend. Blauw-wit.",蛋形盖瓷罐，高足，环形加厚，釉里蓝色。墙上有六个模型隔间，每个隔间有一个女人（长线）或一个花瓶（莲花、菊花）；下面是六个较小的模型盒子，上面有花和果树枝；基部有花果枝；颈部有一条带有蜿蜒图案的带子，上面有尖叶；盖子上装有贵重物品（钻石、珍珠、蒿叶），中间有三个汉字“舟”，寓意繁荣。蓝白色。,https://www.rijksmuseum.nl//en/collection/AK-RBK-16253-B,https://lh3.ggpht.com/UG9jNDnaDnDHMknxptSKXudwI60CQeP5PH1DD0UwAuSLeW8sciUoKvrkzveqPlcPpwJpZ7r_4J6caTfyKYG_nM0hRGo=w1000,
7152,Bottle vase with light brown and precious object and antiquities,有浅棕色贵重物品和古董的瓶花瓶,中国,c. 1700 - c. 1724,c. 1700 - c. 1724,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  19 cm,高度 19 厘米,"Puntfles van porselein met peervormig lichaam, bedekt met een café-au-lait glazuur en beschilderd in onderglazuur blauw. Het onderste deel van het lichaam is bedekt met een lichtbruin glazuur waarboven een band met een dik crèmekleurig glazuur; het bovenste deel in onderglazuur blauw met servetwerk afgewisseld met een bloem in een medaillon, daarboven antiquiteiten (vaas, driepoot, scepter, boeken); de nek met puntige bladmotieven. Monochroom bruin met blauw-wit.",瓷质尖瓶，梨形瓶身，施牛奶咖啡釉，釉下蓝色。器身下部施浅褐色釉，上面施一层厚厚的米色釉。上半部分为釉下蓝色，餐巾纸与奖章中的花朵交替出现，上面是古董（花瓶、三脚架、权杖、书籍）；颈部饰有尖叶图案。单色棕色与蓝白色。,https://www.rijksmuseum.nl//en/collection/AK-RBK-15822-C,https://lh3.googleusercontent.com/3A_7YF_LSz6xWE7AQup1s_fYNksURhUh_IoRlvrnTeyqqLf1Z66LP5FfjQ195YCSJZ8jneTuizX_CNUHNsriV_yST8c=w1000,
7153,"Covered jar with figures, flower sprays and auspicious symbols in shaped panels on a multi-colored ground",有盖罐子，上面有人物、花卉喷雾和吉祥符号，形状面板上有多种颜色的底色,中国,c. 1725 - c. 1740,c. 1725 - c. 1740,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  47.5 cm,高度 47.5 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-15921-C,https://lh3.googleusercontent.com/0PjbjkXq9KN1g9eqI5Q1JLUv3jVlAPRJ_w1cNV2h6j6ZpV2cpQ1PcjxDaps0qJDP1oNETLpl4J3ig-ihv12JVlbjOg=w1000,
7154,Figure of a parrot on a rock,岩石上鹦鹉的身影,中国,c. 1700 - c. 1724,c. 1700 - c. 1724,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  22 cm × length  13 cm × width  7.5 cm,高22厘米×长13厘米×宽7.5厘米,"Beeld van porselein, beschilderd op het biscuit in blauw, rood, groen, aubergine en zwart. Hol beeld, de papegaai zit op een voetstuk in de vorm van een opengewerkte rots; de rode beschildering op de snavel en poten is afgesleten. Email sur biscuit met famille verte kleuren.",陶瓷雕塑，在饼干上画有蓝色、红色、绿色、茄子和黑色。鹦鹉是空心雕像，坐在镂空岩石形状的底座上；喙和腿上的红色画已经脱落。饼干上的珐琅，带有粉彩绿色。,https://www.rijksmuseum.nl//en/collection/AK-RBK-16326-B,https://lh6.ggpht.com/5UdULTdDbmvXbVKnuCzjO581nNCdKWfuqHRP63Ylh2Wr2LXi7buRTyKeQZURxl3bKbXIp_giu5WlCToaBLg3p_oaYlIl=w1000,
7155,Ovoid covered jar with fluted sides and figures in medallions,卵形盖罐，侧面有凹槽，饰有徽章图案,中国,c. 1700 - c. 1724,c. 1700 - c. 1724,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  22.6 cm,高度 22.6 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-RBK-16270-B,https://lh3.googleusercontent.com/lGPV3L1r_aM_y-L8EZS0OHS9dXbK_l2ujkyL8vvLUb_8AV0j4aaowsdJJ8EFnVHkGbiuEqf2x-mrVnhZkoafO1O7IZ0=w1000,
7156,Covered bowl,有盖碗,中国,c. 1800 - c. 1899,c. 1800 - c. 1899,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  8.3 cm × height  12 cm,高8.3厘米×高12厘米,"Klokvormige dekselkom van porselein, beschilderd op het glazuur in rood, groen, zwart en goud. De wand is bedekt met een geometrisch bladpatroon; op de rand een decoratieve band. De voetring is groen. De deksel met dezelfde decoratie. Exportgoed voor Thailand in de Bencharong-stijl (vijf kleuren). Porselein met emailkleuren.",钟形瓷盖碗，釉上绘红、绿、黑、金色。墙壁上覆盖着几何叶子图案；边缘有一条装饰带。足环为绿色。盖子上有同样的装饰。 Bencharong 风格（五种颜色）出口到泰国的货物。带有珐琅颜色的瓷器。,https://www.rijksmuseum.nl//en/collection/AK-MAK-1226,https://lh6.ggpht.com/meKWQeZ-cdJtk6RK5_leISS9hUWODzhpEYBVvjAVyr0jpUn9nM_8xBq45qU_zmwZQmfyaT8YAIwAVm6rsb4GMGdpakU=w1000,
7157,Dish,盘子,中国,c. 1600 - c. 1624,c. 1600 - c. 1624,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  4.1 cm,高度 4.1 厘米,"Schaal van porselein met een geschulpte rand, beschilderd in onderglazuur blauw. Op het plat een stervormig cartouche met daarin een paard, verkort gezien vanaf de achterzijde, in een landschap met rotsen en bomen. De hoeken van het cartouche met servetwerk. De rand is verdeeld in medaillons met bloemtakken of gelukssymbolen (boek, parel, artemisiablad, rol, kalebaskruik); tussen de medaillons ranken. De buitenwand is verdeeld in vakken met stippen. Kraakporselein in blauw-wit.",扇形边缘瓷碗，釉下蓝色。架子上有一个星形漩涡花饰，里面有一匹马，从后面看，在有岩石和树木的风景中。餐巾纸装饰漩涡花饰的角落。边缘分为饰有花朵或吉祥符号（书、珍珠、蒿叶、卷轴、葫芦罐）的徽章；奖章之间的卷须。外壁用圆点划分成隔间。蓝色和白色的克拉克瓷器。,https://www.rijksmuseum.nl//en/collection/AK-MAK-609,https://lh4.ggpht.com/yEiZJgCIdbReRkTGjAnd3-vzWxxsou71274Kky5mveaXcDZbMQMlt7xup96HGdeXyhATn-5pr1eMnBrfLb22IgUZLsVM=w1000,
7158,Bell-shaped bowl with flower sprays and landscapes in a panel decoration,钟形碗，面板装饰花卉喷雾和风景,中国,c. 1675 - c. 1699,c. 1675 - c. 1699,porcelain,瓷,阿姆斯特丹国立博物馆,阿姆斯特丹国立博物馆,height  7.4 cm,高度 7.4 厘米,,,https://www.rijksmuseum.nl//en/collection/AK-MAK-663,https://lh3.googleusercontent.com/eUnv6lgGSus58a7muqIkrV3fg7NXhlhAsPuxl9I2zyHDkuVkxTTi2wMA_xhAuTsVeypmwYb4_yKja-CaoDfItvjqBsU=w1000,
