artifact_name,artifact_country,artifact_library,artifact_time,artifact_size,artifact_category,artifact_image,artifact_url,artifact_description
漆木扁壶,中国,湖北博物馆,,"通高29.8, 口径8, 宽29.6, 厚8cm",漆木器,https://img.cjyun.org.cn/a/10695/202404/ea10324d4e2462ad1221750bdb9f2be7.jpeg,http://hbsbwg.cjyun.org/qmq/p/4853.html,战国中晚期（距今约2310年)九连墩2号墓出土，仿铜盛酒器，通高29.8，口径8，宽29.6，厚8cm。
漆木弩,中国,湖北博物馆,战国中晚期,"通长53.1, 高18.4, 厚7.1cm",漆木器,https://img.cjyun.org.cn/a/10695/202404/6ef9cf5560f7106384a7ac4be7737f4d.jpeg,http://hbsbwg.cjyun.org/qmq/p/4850.html,战国中晚期（距今约2310年)九连墩2号墓出土，远程兵器，通长53.1，高18.4，厚7.1cm。
漆木盒,中国,湖北博物馆,战国中晚期,"通高19.1, 口径19.6, 圈足径11.6cm",漆木器,https://img.cjyun.org.cn/a/10695/202404/719b9a2dcac20c82b7a02a4bdd2d8b52.jpeg,http://hbsbwg.cjyun.org/qmq/p/4951.html,战国中晚期（距今约2310年）九连墩2号墓出土，通高19.1，口径19.6，圈足径11.6cm
漆木盒,中国,湖北博物馆,战国中晚期,"通高12.4, 口径15.7, 圈足径9.2cm",漆木器,https://img.cjyun.org.cn/a/10695/202404/f3934cb8cf3fc9e7490786a77c57604d.jpeg,http://hbsbwg.cjyun.org/qmq/p/4952.html,战国中晚期（距今约2310年）九连墩2号墓出土，通高12.4，口径15.7，圈足径9.2cm
漆木鬲,中国,湖北博物馆,战国中晚期,"通高12.8, 口径8, 腹径11.1cm",漆木器,https://img.cjyun.org.cn/a/10695/202404/f31c9071d1e923fba15afbf4cc152069.jpeg,http://hbsbwg.cjyun.org/qmq/p/4956.html,战国中晚期（距今约2310年）九连墩2号墓出土，进食器，通高12.8，口径8，腹径11.1cm
漆木樽,中国,湖北博物馆,战国中晚期,"通高13.2, 口径18.2cm",漆木器,https://img.cjyun.org.cn/a/10695/202404/21086562dd1457c02f37bdd960921339.jpeg,http://hbsbwg.cjyun.org/qmq/p/4960.html,战国中晚期（距今约2310年）九连墩2号墓出土，通高13.2，口径18.2cm
漆木升鼎,中国,湖北博物馆,战国中晚期,"通高36.9, 口径40, 两耳间距56cm",漆木器,https://img.cjyun.org.cn/a/10695/202404/482abfaf30cef0d1413795fd9b3174e4.jpeg,http://hbsbwg.cjyun.org/qmq/p/4963.html,战国中晚期（距今约2310年）九连墩2号墓出土，仿铜盛牲器，通高36.9，口径40，两耳间距56cm
漆木车,中国,湖北博物馆,战国中晚期,"通高65.5, 通长239, 宽82cm",漆木器,https://img.cjyun.org/a/10695/202301/fed29a496a88942acc3861f0ce730594.jpeg,http://hbsbwg.cjyun.org/qmq/p/4964.html,战国中晚期（距今约2310年）九连墩2号墓出土，通高65.5，通长239，宽82cm
编钟,中国,湖北博物馆,战国中晚期,"通高89.9, 宽283cm",漆木器,https://img.cjyun.org/a/10695/202301/58d0a0de325e9ad874db2f3594b80d90.jpeg,http://hbsbwg.cjyun.org/qmq/p/4967.html,战国中晚期（距今约2310年）九连墩2号墓出土，打击乐器，通高89.9，宽283cm
漆木敦,中国,湖北博物馆,战国中晚期,"通高32, 口径20.3cm",漆木器,https://img.cjyun.org/a/10695/202301/50d80c4b252e12232904ea5a640783f3.jpeg,http://hbsbwg.cjyun.org/qmq/p/4969.html,战国中晚期（距今约2310年）九连墩2号墓出土，供食器，通高32，口径20.3cm
彩绘云凤纹漆盂,中国,湖北博物馆,西汉,"高10, 口径30cm",漆木器,https://img.cjyun.org/a/10695/202301/7d46dce122a9c219f76af5cc09fb8898.jpeg,http://hbsbwg.cjyun.org/qmq/p/5464.html,西汉（206 BC—25 AD) 1972年云梦大坟头1号墓出土 高10、口径30cm 木胎，挖制。
素漆圆壶,中国,湖北博物馆,秦,"高16, 口径6.4, 腹径12.7cm",漆木器,https://img.cjyun.org/a/10695/202301/5833ce16d8ee49e80c8d9cdbdb15abb6.jpeg,http://hbsbwg.cjyun.org/qmq/p/5456.html,秦（221-207 BC) 1978云梦睡虎地25号墓出土 高16、口径6.4、腹径12.7cm 木胎，挖制。通体髹黑漆。
彩绘云凤纹漆圆盒,中国,湖北博物馆,西汉,"高13.7, 盖径16.9, 口径14.8cm",漆木器,https://img.cjyun.org/a/10695/202301/02059acb4329f64815bc2755d2551f12.jpeg,http://hbsbwg.cjyun.org/qmq/p/5458.html,西汉（206 BC—25 AD) 1975年江陵凤凰山167号墓出土 高13.7、盖径16.9、口径14.8cm 木胎，挖制。器底有烙印文字。
彩绘凤鱼纹漆盂,中国,湖北博物馆,秦,"高8.8, 口径29, 底径16cm",漆木器,https://img.cjyun.org/a/10695/202301/35a4e1a376096f2873f3b6ef01621517.jpeg,http://hbsbwg.cjyun.org/qmq/p/5461.html,秦（221-207 BC) 1975云梦睡虎地11号墓出土 高8.8、口径29、底径16cm 木胎，挖制。内底绘两条游鱼与一只昂首跨步的凤鸟。器底有烙印文字“亭”与针刻符号“╬”。
彩绘云兽纹漆盂,中国,湖北博物馆,西汉,"高9, 口径37.8cm",漆木器,https://img.cjyun.org/a/10695/202301/6557ec087dcdee9415101e76d7a28a99.jpeg,http://hbsbwg.cjyun.org/qmq/p/5463.html,西汉（206 BC—25 AD) 1978年云梦睡虎地47号墓出土 高9、口径37.8cm 木胎，挖制。外底烙印文字“亭上”。
彩绘凤鱼纹漆盂,中国,湖北博物馆,秦,"高8.8, 口径29, 底径16cm",漆木器,https://img.cjyun.org/a/10695/202301/02d2c01bd828f3bd78ee2a266f806898.jpeg,http://hbsbwg.cjyun.org/qmq/p/5460.html,秦（221-207 BC) 1975云梦睡虎地11号墓出土 高8.8、口径29、底径16cm 木胎，挖制。内底绘两条游鱼与一只单足伫立的凤鸟。外底有烙印文字“亭”与针刻文字“上造□”。
彩绘点格纹漆匕,中国,湖北博物馆,秦,"长23.5, 匕宽5.2cm",漆木器,https://img.cjyun.org/a/10695/202301/2bbd729160c8b8d071de25a3e515a025.jpeg,http://hbsbwg.cjyun.org/qmq/p/5484.html,秦（221-207 BC) 1975年云梦睡虎地9号墓出土 长23.5、匕宽5.2cm 木胎，削制。匕正面绘菱形与空心十字形交叉组成的几何纹，其间填绘草叶纹。背面有针刻文字。
彩绘变形凤鸟纹漆耳杯,中国,湖北博物馆,西汉,"高5.2, 口长径17.6, 连耳宽13.3cm",漆木器,https://img.cjyun.org/a/10695/202301/bf17654af13c5efb11a4d5248789d9c3.jpeg,http://hbsbwg.cjyun.org/qmq/p/5457.html,西汉（206 BC—25 AD) 1986年江陵毛家园1号墓出土 高5.2、口长径17.6、连耳宽13.3cm 木胎，挖制。外底有烙印文字与针刻符号。
彩绘漆豕口形双耳长盒盖,中国,湖北博物馆,西汉,"高6.5, 长27.1, 宽13.7cm",漆木器,https://img.cjyun.org/a/10695/202301/546a144e3e6b6b29ae82965122da1f45.jpeg,http://hbsbwg.cjyun.org/qmq/p/5459.html,西汉（206 BC—25 AD) 1975年云梦睡虎地47号墓出土 高6.5、长27.1、宽13.7cm 木胎，挖制。盒身已佚。两端绘出猪头部的眉目嘴鼻，器表绘变形凤鸟纹、波折纹等。
彩绘凤形漆勺,中国,湖北博物馆,秦,"高13.3, 长14.8, 宽10.6cm",漆木器,https://img.cjyun.org/a/10695/202301/474d7dbb02060f0bc5cf54f12b5e0636.jpeg,http://hbsbwg.cjyun.org/qmq/p/5481.html,秦（221-207 BC) 1975年云梦睡虎地9号墓出土 高13.3、长14.8、宽10.6cm 木胎，雕制。勺体挖成凤身，勺柄雕成头颈，用红、褐漆绘出凤的眼、鼻、耳及羽毛、凤尾下有“咸口”等烙印文字。此勺是前所未有的心品种。
彩绘云气纹漆椭圆奁,中国,湖北博物馆,秦,"高8.3, 长29.9, 宽12.4cm",漆木器,https://img.cjyun.org/a/10695/202301/0860c55075c22a5556641363d364205f.jpeg,http://hbsbwg.cjyun.org/qmq/p/5533.html,秦（221-207 BC) 1977年云梦睡虎地31号墓出土 高8.3、长29.9、宽12.4cm 木胎，卷制。盖内有漆书的“亭”字二处，内底有烙印文字“亭”和针刻符号。
素漆圆奁,中国,湖北博物馆,西汉,"高12.5, 盖径22, 底径21cm",漆木器,https://img.cjyun.org/a/10695/202301/66a6659d82199751bd0464c05590722e.jpeg,http://hbsbwg.cjyun.org/qmq/p/5532.html,西汉（206 BC—25 AD) 1978年云梦睡虎地47号墓出土 高12.5、盖径22、底径21cm 木胎，卷制。外底有针刻文字“杜”与烙印文字“亭”。
彩绘漆案,中国,湖北博物馆,西汉,"高13.6, 长78.8, 宽40cm",漆木器,https://img.cjyun.org/a/10695/202301/06779cfcf839c3e06642ec5d7442cca9.jpeg,http://hbsbwg.cjyun.org/qmq/p/5536.html,西汉（206 BC—25 AD) 1984年江陵龙桥河1号墓出土 高13.6、长78.8、宽40cm 木胎，斫制。汉代平民在室内一般皆席地而坐，家具陈设比较简单。其中最多见的是食案。食案又分两种：一种是有足之案，属于家具类。另一种是为承食器的无足或有很低托梁的案，名“棜”案。
彩绘云凤纹漆圆奁,中国,湖北博物馆,秦,"高12, 盖径38.3, 底径35.5cm",漆木器,https://img.cjyun.org/a/10695/202301/4e6975eee3d0513b29b9f9b77fbfb251.jpeg,http://hbsbwg.cjyun.org/qmq/p/5530.html,秦（221-207 BC) 1978年云梦睡虎地25号墓出土 高12、盖径38.3、底径35.5cm 木胎，卷制。器外、盖内与底内均绘有纹饰。器形特大。出土时已残。
彩绘云凤纹漆圆奁,中国,湖北博物馆,战国,"高7.7, 盖径18.9cm",漆木器,https://img.cjyun.org/a/10695/202301/6c5b940df4b2d63e3f0c9289df8b9c3d.jpeg,http://hbsbwg.cjyun.org/qmq/p/5529.html,战国（475-221 BC) 1978年云梦睡虎地49号墓出土 高7.7、盖径18.9cm 木胎，卷制。外底有烙印文字“咸亭”。
彩绘云凤纹漆圆奁,中国,湖北博物馆,秦,"高6.7, 盖径22.2, 底径21.3cm",漆木器,https://img.cjyun.org/a/10695/202301/44b4ea9cb4f23bf09f8bfbe8cf1f44d6.jpeg,http://hbsbwg.cjyun.org/qmq/p/5528.html,秦（221-207 BC) 1977年云梦睡虎地34号墓出土 高6.7、盖径22.2、底径21.3cm 木胎，卷制。盖外与器外壁均有针刻文字“大女子小”，出土时，奁内置铜镜、木篦各一件。
素漆杯,中国,湖北博物馆,秦,"高17.7, 口径11.8, 底径6.4cm",漆木器,https://img.cjyun.org/a/10695/202301/78934ea70810a4e3e5350fd1570898a9.jpeg,http://hbsbwg.cjyun.org/qmq/p/5524.html,秦（221-207 BC) 1978年云梦睡虎地27号墓出土 高17.7、口径11.8、底径6.4cm 木胎，挖制。外壁有烙印文字。
漆木几,中国,湖北博物馆,战国中晚期,"通高48, 长47.4, 宽16.2cm",漆木器,https://img.cjyun.org.cn/a/10695/202404/75f3ef1b3ce89fa1f5040ea6089a2584.jpeg,http://hbsbwg.cjyun.org/qmq/p/4958.html,战国中晚期（距今约2310年）九连墩2号墓出土，安体器，通高48，长47.4，宽16.2cm
彩漆豆,中国,湖北博物馆,战国,"高22.8, 口径16.1cm",漆木器,https://img.cjyun.org.cn/a/10695/202404/7de90d1ceb36a117d8f061fbfc9d38de.jpeg,http://hbsbwg.cjyun.org/qmq/p/4977.html,战国，高22.8，口径16.1cm，1986江陵雨台山18号墓出土
漆木俎,中国,湖北博物馆,战国中晚期,"通高89.8, 面长91.2, 宽38cm",漆木器,https://img.cjyun.org.cn/a/10695/202404/6913f0679702108f5c2c304d42974a2d.jpeg,http://hbsbwg.cjyun.org/qmq/p/4965.html,战国中晚期（距今约2310年）九连墩2号墓出土，陈腥牲器，通高89.8，面长91.2，宽38cm
彩绘鸟兽纹矢箙面板,中国,湖北博物馆,战国,"通高23.5, 宽22, 宽18cm",漆木器,https://img.cjyun.org/a/10695/202301/2e721f5311b77de11542085f55a65adc.jpeg,http://hbsbwg.cjyun.org/qmq/p/4996.html,战国，通高23.5，上宽22，下宽18cm，1965年江陵沙冢1号墓出土
彩绘龙凤纹漆盾,中国,湖北博物馆,战国,"长46.8, 宽34cm",漆木器,https://img.cjyun.org/a/10695/202301/0beb396f5518e88d6b63825d80a50391.jpeg,http://hbsbwg.cjyun.org/qmq/p/4994.html,战国，长46.8，宽34cm，1986年荆门包山2号墓出土
漆木虎座鸟架鼓,中国,湖北博物馆,战国中晚期,"通高135.9, 宽134cm",漆木器,https://img.cjyun.org.cn/a/10695/202404/e7fd1ec3643e37137cfd3a8cc82dccd1.jpeg,http://hbsbwg.cjyun.org/qmq/p/4966.html,战国中晚期（距今约2310年）九连墩2号墓出土，打击乐器，通高135.9，宽134cm
彩绘木雕小座屏,中国,湖北博物馆,战国,"通长51.8, 高15, 屏宽3, 座宽12cm",漆木器,https://img.cjyun.org/a/10695/202301/f23d81754936837d7b52e89b750947f6.jpeg,http://hbsbwg.cjyun.org/qmq/p/5001.html,战国，通长51.8，高15，屏宽3，座宽12cm，1966年江陵望山1号墓出土
夹纻胎削鞘,中国,湖北博物馆,战国,"长29.5, 宽3cm",漆木器,https://img.cjyun.org.cn/a/10695/202404/4e044039c3fb50c281b766abd3a41a5a.jpeg,http://hbsbwg.cjyun.org/qmq/p/4998.html,战国，长29.5，宽3cm，1965年江陵望山1号墓出土
彩绘人物车马出行图圆奁,中国,湖北博物馆,战国,"直径27.9, 通高10.8cm",漆木器,https://img.cjyun.org/a/10695/202301/6fc2b7eabd1a3675b1f5e8b4cff367a2.jpeg,http://hbsbwg.cjyun.org/qmq/p/4983.html,战国，直径27.9，通高10.8cm，1986年荆门包山2号墓出土
彩绘菱形纹涡纹耳杯,中国,湖北博物馆,战国,"长17.2, 宽15.2, 高6.5cm",漆木器,https://img.cjyun.org/a/10695/202301/a38a18f19f3577a635764dada0086424.jpeg,http://hbsbwg.cjyun.org/qmq/p/4987.html,战国，长17.2，宽15.2，高6.5cm，1966年江陵望山2号墓出土
彩绘勾边连云纹盨形器,中国,湖北博物馆,战国,"长28.4, 通高22.6cm",漆木器,https://img.cjyun.org/a/10695/202301/7e7c4e8e4ab87cba7ebfd49b124502bd.jpeg,http://hbsbwg.cjyun.org/qmq/p/4982.html,战国，长28.4，通高22.6cm，1986年江陵雨台山10号墓出土
彩绘凤鸟双连杯,中国,湖北博物馆,战国,"通长17.6, 宽14, 通高9.2cm",漆木器,https://img.cjyun.org.cn/a/10695/202404/88fcb0f8e464eaf518b82ecec515989b.jpeg,http://hbsbwg.cjyun.org/qmq/p/4981.html,战国，通长17.6，宽14，通高9.2cm，1986年荆门包山2号墓出土
彩绘变形凤鱼纹漆盂,中国,湖北博物馆,秦,"高11.3, 口径28.3cm",漆木器,https://img.cjyun.org/a/10695/202301/6bf3f2d65d1ec286fd2301ffa05853da.jpeg,http://hbsbwg.cjyun.org/qmq/p/5462.html,秦（221-207 BC) 1977云梦睡虎地11号墓出土 高11.3、口径28.3cm 木胎，挖制。外底有烙印文字“亭上”、“包”与针刻文字“朱三”。
彩绘云凤纹漆圆盘,中国,湖北博物馆,西汉,"高3.6, 口径22.5cm",漆木器,https://img.cjyun.org/a/10695/202301/df21c3c1218e92510da1c831395176e1.jpeg,http://hbsbwg.cjyun.org/qmq/p/5476.html,西汉（206 BC—25 AD) 1986年江陵毛家园1号墓出土 高3.6、口径22.5cm 木胎，旋制。外底有烙印文字和针刻符号。
彩绘云凤纹漆圆盘,中国,湖北博物馆,西汉,"高5.5, 口径27.9cm",漆木器,https://img.cjyun.org/a/10695/202301/980b40288fc776149dd25a29df3992b9.jpeg,http://hbsbwg.cjyun.org/qmq/p/5478.html,西汉（206 BC—25 AD) 1975年江陵凤凰山167号墓出土 高5.5、口径27.9cm 木胎，旋制。
彩绘云凤纹漆圆盘,中国,湖北博物馆,西汉,"高4, 口径46.5cm",漆木器,https://img.cjyun.org/a/10695/202301/c4974a07c56f13746e45e72f9502279f.jpeg,http://hbsbwg.cjyun.org/qmq/p/5473.html,西汉（206 BC—25 AD) 1986年江陵毛家园1号墓出土 高4、口径46.5cm 木胎，斫制。外底有烙印文字和针刻符号。
绿釉暗八宝纹碟,中国,湖北博物馆,清 乾隆,"高2.5, 口径11.2, 底径6.8cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/e29c4fe13104ed94cbe1565f74d32e27.jpeg,http://hbsbwg.cjyun.org/tcq/p/5060.html,清 乾隆（1736-1795），高2.5，口径11.2，底径6.8cm
斗彩折枝花纹碗,中国,湖北博物馆,清 嘉庆,"高 6.5, 口径 12.4, 底径 4.6cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/39ff3d793462ae8d5db431dd7a82661c.jpeg,http://hbsbwg.cjyun.org/tcq/p/5063.html,清 嘉庆（ 1796-1820 ），高 6.5 ，口径 12.4 ，底径 4.6cm
仿哥釉碗,中国,湖北博物馆,清 嘉庆,"高 5.6, 口径 11.9, 底径 4.5cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/7bf00481b2b4c23d8978ce09ba653645.jpeg,http://hbsbwg.cjyun.org/tcq/p/5064.html,清 嘉庆（ 1796-1820 ），高 5.6 ，口径 11.9 ，底径 4.5cm
青花花卉纹诗文茶托,中国,湖北博物馆,清 嘉庆,"高 2.2, 口长 16.1, 口宽 12.1cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/f1c9897ce753e61c04fb2d5ce3e1636b.jpeg,http://hbsbwg.cjyun.org/tcq/p/5062.html,清 嘉庆（ 1796-1820 ），高 2.2 ，口长 16.1 ，口宽 12.1cm
陶支座,中国,湖北博物馆,,"通高15.5, 长17.2, 最宽17.2",陶、瓷器,https://img.cjyun.org/a/10695/202301/f946ed30e7c1d17f97eb986ef889f911.jpeg,http://hbsbwg.cjyun.org/tcq/p/5544.html,1984年宜都枝城北出土，通高15.5、底长17.2、最宽17.2
彩陶杯,中国,湖北博物馆,,"高5.5, 口径7.3cm, 高7.7, 口径9cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/82caf04e6cf0f633200c58dd2b976071.jpeg,http://hbsbwg.cjyun.org/tcq/p/5557.html,1996年麻城金罗家42号墓出土，左：高5.5，口径7.3cm，右：高7.7、口径9cm
陶器座,中国,湖北博物馆,,"高48.8, 口径27cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/af558824edb8ecad2ca857bc9f081574.jpeg,http://hbsbwg.cjyun.org/tcq/p/5555.html,1990年江陵朱家台出土，高48.8、口径27cm
陶碗,中国,湖北博物馆,,"高6, 口径13.6cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/c445d3e3af80b157b2c7b4f25e3c2924.jpeg,http://hbsbwg.cjyun.org/tcq/p/5553.html,1984年宜昌伍相庙出土，高6、口径13.6cm
彩陶筒形瓶,中国,湖北博物馆,,"高20, 口径7.2cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/e2974a0112bab0585c9c8f0095b49161.jpeg,http://hbsbwg.cjyun.org/tcq/p/5558.html,1974年松滋桂花树出土，高20、口径7.2cm
陶罐,中国,湖北博物馆,,"高22, 口径14.8cm, 高14.4, 口径5.2, 流长2.8cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/9a02ecc894d947be4488c5276b7d3b36.jpeg,http://hbsbwg.cjyun.org/tcq/p/5565.html,左：高22、口径14.8cm 颈部饰弦纹数道，通体饰正方格纹。 左：高14.4、口径5.2、流长2.8cm 腹部有两组凹弦纹。
陶爵和陶斝,中国,湖北博物馆,,"高19.2, 底径12.5cm, 高10.4, 流尾长12cm, 高20, 口径9.6cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/6bb75bd6b6671c449c3efa0b56e93b79.jpeg,http://hbsbwg.cjyun.org/tcq/p/5567.html,左：陶斝 杨家嘴出土 高19.2、底径12.5cm 中：陶爵 杨家嘴8号墓出土 高10.4、流尾长12cm 左：陶斝 杨家嘴出土 高20、口径9.6cm 盘龙城遗址和平民墓葬中出土的日用陶器有爵、斝、尊、盉、盘、鼎、簋等，它们的形制和组合关系与贵族使用的青铜礼器基本一致。
硬陶杯,中国,湖北博物馆,,"高12, 口径12.8cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/72737cc0154fea14ec33de00c0258100.jpeg,http://hbsbwg.cjyun.org/tcq/p/5571.html,杨家嘴9号墓出土 高12、口径12.8cm 腹饰三个鼻状耳，器身饰叶脉纹。
硬陶尊,中国,湖北博物馆,,"高26.4, 口径17.6cm, 高19.2, 口径16.2cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/e41f9796f64e1e332dbfa2b51d9c4f0b.jpeg,http://hbsbwg.cjyun.org/tcq/p/5572.html,左：楼子湾1号墓出土 高26.4、口径17.6cm 右：李家嘴1号墓出土 高19.2、口径16.2cm 属于小贵族或平民的楼子湾1号墓和属于高级贵族的李家嘴1号墓为同期墓葬，所出土的硬陶尊风格基本一致。
陶双腹豆,中国,湖北博物馆,,"高18, 口径20.5cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/a457444670f97135189ad4d92c913eda.jpeg,http://hbsbwg.cjyun.org/tcq/p/5573.html,1974年石首走马岭出土 高18、口径20.5cm
彩陶壶形器,中国,湖北博物馆,,"高15, 口径8.3, 腹径14.8cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/493b525cd2e8ea3228d099adfa17f394.jpeg,http://hbsbwg.cjyun.org/tcq/p/5578.html,1856年天门石家河出土 高15、口径8.3、腹径14.8cm
陶盆,中国,湖北博物馆,,"高16.5, 口径28cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/94a9c609832c53177eaab1e388ee52ae.jpeg,http://hbsbwg.cjyun.org/tcq/p/5580.html,2002年随州金鸡岭出土 高16.5、口径28cm
陶锅,中国,湖北博物馆,,"高33, 口径86cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/823b7459482c8ba77e9d625a0fe49516.jpeg,http://hbsbwg.cjyun.org/tcq/p/5581.html,1956年京山屈家岭出土 高33、口径86cm 这是目前屈家岭文化中发现最大的陶器，容量约0.625立方米，为聚族而局的大家庭所用。
陶双腹豆,中国,湖北博物馆,,"高13, 腹径23.2cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/c7eaac0e467f31c63a7eaf2fb102f860.jpeg,http://hbsbwg.cjyun.org/tcq/p/5585.html,1965年武昌放鹰台63号墓出土，高13、腹径23.2cm
陶双腹碗,中国,湖北博物馆,,"高7, 口径21cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/3e8b01d4f7ce8a6fed5dc8ff4b81b3e1.jpeg,http://hbsbwg.cjyun.org/tcq/p/5584.html,1956年京山屈家岭出土 高7、口径21cm
青瓷度足砚,中国,湖北博物馆,隋,"高5.2, 口径13cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/4230c758961a71520fee3aeb1ae3440d.jpeg,http://hbsbwg.cjyun.org/tcq/p/5031.html,隋（581-618），武汉武昌17号墓出土，高5.2，口径13cm
东青釉盘,中国,湖北博物馆,清 道光,"高3.4, 口径16.9, 底径11cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/49b802b8af8ea2f92af1b93da38665e1.jpeg,http://hbsbwg.cjyun.org/tcq/p/4805.html,清 道光（1821-1850） 高3.4、口径16.9、底径11cm 盘釉色冬青，釉层均匀，色泽淡雅。底部青花书“大清道光年制”款识。
白釉碗,中国,湖北博物馆,清康熙,"高6.2, 口径12.6, 底径5.1cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/b0581cdd88cd842ef3b8f01fecc15d83.jpeg,http://hbsbwg.cjyun.org/tcq/p/5016.html,清康熙（1662-1722），高6.2，口径12.6，底径5.1cm
红彩云龙纹蛊,中国,湖北博物馆,清 同治,"高4.7, 口径5.9, 底径2.6cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/79f108a2eff5b331b500bb8f27695170.jpeg,http://hbsbwg.cjyun.org/tcq/p/4808.html,清 同治（1862-1874） 高4.7、口径5.9、底径2.6cm 酒蛊外壁用矾红彩在匀净润泽的白釉上绘云龙纹，色彩鲜亮，纹饰清晰传神。底部红彩书“同治年制”款识。
木纹釉折腰碗,中国,湖北博物馆,清道光,"高4.1, 口径11.4, 底径5cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/7638aea72448b5486b5defc4466ab4ea.jpeg,http://hbsbwg.cjyun.org/tcq/p/5019.html,清道光（1821-1850），高4.1，口径11.4，底径5cm
青瓷蛙纹水注,中国,湖北博物馆,西晋,"高7.8, 口径2.3, 底径6.8, 腹径10.5cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/3cdb6d18341387695c002e498e216dd3.jpeg,http://hbsbwg.cjyun.org/tcq/p/5020.html,西晋（265-316），1976年（今鄂城）鄂钢544工地出土，高7.8，口径2.3，底径6.8，腹径10.5cm
青瓷狮形烛台,中国,湖北博物馆,西晋,"高6.7, 长11.5, 口径2.3cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/be4e87262305e6662087bdb00c0bdb40.jpeg,http://hbsbwg.cjyun.org/tcq/p/5023.html,西晋（265-316），鄂州西山出土，高6.7，长11.5，口径2.3cm
青瓷褐彩龙首灯,中国,湖北博物馆,西晋,"高19, 灯口径9.3, 盘口径13, 底径9cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/605983bd75e01bb418fba20fa8694113.jpeg,http://hbsbwg.cjyun.org/tcq/p/5024.html,西晋（265-316），1958年鄂城（今鄂州）西山20号墓出土，高19，灯口径9.3，盘口径13，底径9cm
青瓷鸡首壶,中国,湖北博物馆,南朝,"高31.3, 口径11, 底径15cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/7eb7fbbbce9273fe5ddddc390b9a85fa.jpeg,http://hbsbwg.cjyun.org/tcq/p/5026.html,南朝（420-589），1958年武汉武昌关山工地汽车轮车间出土，高31.3，口径11，底径15cm
青瓷花卉纹碟,中国,湖北博物馆,隋,"高1.8, 口径8.7, 底径2.4cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/372f34c4f5bd9e9f3aa408cb3b58ecd1.jpeg,http://hbsbwg.cjyun.org/tcq/p/5027.html,隋（581-618），武汉武昌350号墓出土，高1.8，口径8.7，底径2.4cm
青瓷六系盘口壶,中国,湖北博物馆,唐,"高43.6, 口径16.5, 底径12.5cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/ddd1701919ee4c1574a7b658db5ecd47.jpeg,http://hbsbwg.cjyun.org/tcq/p/5033.html,唐（618-907），武汉武昌水果湖100号墓出土，高43.6，口径16.5，底径12.5cm
青瓷莲纹碗,中国,湖北博物馆,隋,"高8, 口径13.3, 底径5.3cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/5e0a7463cfc4556bcc1a6a2b687de275.jpeg,http://hbsbwg.cjyun.org/tcq/p/5028.html,隋（581-618），武汉武昌马坊山23号墓出土，高8，口径13.3，底径5.3cm
青瓷五盂砚 ,中国,湖北博物馆,唐,"高2.8, 砚口径4.8, 盂口径2, 盂底径2cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/0d5f041e1c4b83182087f518b05b44e6.jpeg,http://hbsbwg.cjyun.org/tcq/p/5034.html,唐（618-907），武汉武昌钵孟山334号墓出土，高2.8，砚口径4.8，盂口径2，盂底径2cm
青瓷人首飞兽,中国,湖北博物馆,唐,"高17.6, 长18.3cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/039f85dc410678f82a1c3c392b31ea05.jpeg,http://hbsbwg.cjyun.org/tcq/p/5037.html,唐（618-907），传世品，高17.6，长18.3cm
白瓷亭台弈旗枕,中国,湖北博物馆,唐,"高11.8, 宽16.6, 底径13.5cm",陶、瓷器,https://img.cjyun.org/a/10695/202301/50c01d4964cf0bb9840168f182f2eb90.jpeg,http://hbsbwg.cjyun.org/tcq/p/5043.html,唐（618-907），黄梅出土，高11.8，宽16.6，底径13.5cm
